transaction_id,customer_id,timestamp,transaction_type,amount,merchant_category,device_type,location,processing_time_ms,is_fraud
TXN0000019442,CUST003534,2025-09-01 04:32:36,ATM_Withdrawal,2000.0,Healthcare,Mobile_Android,Pune,267.19,1
TXN0000009686,CUST001770,2025-08-19 06:33:34,UPI,47228.27,Other,ATM,Hyderabad,1179.88,0
TXN0000008495,CUST001551,2025-10-12 11:35:34,NEFT,475008.48,Healthcare,Mobile_Android,Hyderabad,1460.45,0
TXN0000026388,CUST004817,2025-10-21 16:22:38,RTGS,581385.23,Travel,Mobile_iOS,Ahmedabad,1880.96,0
TXN0000012692,CUST002312,2025-09-25 04:53:35,IMPS,169324.29,Travel,Mobile_Android,Chennai,100.61,1
TXN0000004680,CUST000854,2025-09-08 02:44:33,UPI,37458.19,Healthcare,Web_Desktop,Mumbai,210.72,0
TXN0000020034,CUST003640,2025-09-26 06:03:36,RTGS,1698273.76,Online_Shopping,Mobile_iOS,Hyderabad,1179.69,0
TXN0000001589,CUST000284,2025-08-27 13:52:32,UPI,9135.18,Education,Mobile_Android,Delhi,1825.88,0
TXN0000003309,CUST000599,2025-09-01 05:10:33,NEFT,173051.98,Online_Shopping,Web_Desktop,Hyderabad,939.32,0
TXN0000022329,CUST004062,2025-09-10 15:14:37,IMPS,150745.29,Travel,ATM,Chennai,1464.42,0
TXN0000025741,CUST004687,2025-10-29 02:54:37,NEFT,260963.07,Education,Mobile_iOS,Pune,623.43,0
TXN0000007307,CUST001345,2025-10-04 22:01:34,RTGS,1978092.46,Other,Web_Desktop,Hyderabad,924.8,0
TXN0000011498,CUST002096,2025-10-26 07:30:35,UPI,41091.5,Food,Web_Desktop,Pune,1176.01,0
TXN0000020403,CUST003703,2025-08-25 04:32:36,IMPS,123913.45,Entertainment,Web_Desktop,Pune,252.59,0
TXN0000013260,CUST002411,2025-10-31 19:15:35,NEFT,324532.61,Education,Web_Desktop,Kolkata,779.28,0
TXN0000026270,CUST004796,2025-10-19 01:26:38,Card_Payment,20561.8,Education,ATM,Mumbai,1980.91,0
TXN0000014775,CUST002680,2025-08-18 15:19:35,NEFT,357856.87,Education,Mobile_iOS,Bangalore,1122.31,0
TXN0000022939,CUST004171,2025-08-21 03:18:37,RTGS,1746160.58,Other,Web_Desktop,Mumbai,662.75,0
TXN0000023471,CUST004273,2025-11-01 08:57:37,UPI,31446.68,Travel,Mobile_iOS,Delhi,1081.2,0
TXN0000016417,CUST002986,2025-10-13 06:08:36,ATM_Withdrawal,5000.0,Travel,Mobile_iOS,Mumbai,773.23,0
TXN0000007360,CUST001354,2025-11-02 16:10:34,Card_Payment,74831.35,Other,ATM,Hyderabad,1971.47,0
TXN0000001922,CUST000354,2025-09-28 10:50:32,UPI,23447.81,Travel,Mobile_Android,Pune,1033.15,0
TXN0000027089,CUST004942,2025-09-20 17:58:38,IMPS,83494.25,Entertainment,Web_Desktop,Chennai,519.55,0
TXN0000006353,CUST001165,2025-09-24 23:07:33,Card_Payment,34193.19,Healthcare,Web_Desktop,Hyderabad,1842.94,0
TXN0000024428,CUST004454,2025-09-24 01:02:37,UPI,15214.9,Education,Mobile_Android,Hyderabad,674.69,0
TXN0000019102,CUST003473,2025-08-08 22:06:36,NEFT,208971.02,Education,Web_Mobile,Chennai,282.5,0
TXN0000026132,CUST004768,2025-09-11 08:01:38,ATM_Withdrawal,5000.0,Travel,Mobile_iOS,Other,1771.11,0
TXN0000014561,CUST002645,2025-08-20 22:45:35,IMPS,128560.09,Retail,Web_Mobile,Bangalore,1976.03,0
TXN0000003489,CUST000632,2025-09-02 11:08:33,NEFT,424720.08,Retail,Mobile_Android,Hyderabad,958.32,0
TXN0000017470,CUST003185,2025-10-23 22:46:36,NEFT,196248.5,Utilities,Mobile_iOS,Delhi,648.74,0
TXN0000003264,CUST000592,2025-10-25 09:38:33,RTGS,362300.6,Entertainment,Mobile_Android,Chennai,1886.02,0
TXN0000000537,CUST000107,2025-08-14 21:00:32,RTGS,906120.58,Travel,Mobile_iOS,Kolkata,1902.12,0
TXN0000001389,CUST000248,2025-10-16 02:24:32,ATM_Withdrawal,5000.0,Retail,Web_Mobile,Mumbai,1066.59,0
TXN0000022745,CUST004137,2025-09-10 19:10:37,ATM_Withdrawal,20000.0,Utilities,ATM,Kolkata,1572.28,0
TXN0000021071,CUST003828,2025-10-21 10:15:37,Card_Payment,4953.75,Entertainment,Mobile_Android,Mumbai,820.63,0
TXN0000006188,CUST001136,2025-08-06 00:54:33,ATM_Withdrawal,2000.0,Fuel,Web_Desktop,Bangalore,746.29,0
TXN0000020389,CUST003701,2025-10-07 07:19:36,RTGS,752069.89,Travel,Mobile_Android,Mumbai,317.33,0
TXN0000018957,CUST003444,2025-10-04 01:22:36,Card_Payment,34703.29,Travel,Web_Mobile,Other,558.69,0
TXN0000013252,CUST002410,2025-10-04 15:36:35,IMPS,8969.86,Entertainment,Mobile_Android,Ahmedabad,1913.56,0
TXN0000012485,CUST002271,2025-08-17 20:09:35,NEFT,227579.07,Other,Mobile_iOS,Hyderabad,1710.06,0
TXN0000009218,CUST001685,2025-08-18 09:13:34,NEFT,288700.81,Retail,Web_Desktop,Mumbai,1164.27,0
TXN0000018070,CUST003289,2025-08-18 04:30:36,UPI,32982.76,Entertainment,Web_Desktop,Hyderabad,1675.8,0
TXN0000014848,CUST002697,2025-09-26 21:26:35,RTGS,866862.47,Other,Mobile_iOS,Mumbai,1521.55,0
TXN0000017866,CUST003251,2025-09-25 23:20:36,RTGS,1949985.49,Retail,ATM,Delhi,1159.75,0
TXN0000003397,CUST000614,2025-08-08 02:54:33,Card_Payment,90935.18,Utilities,Mobile_iOS,Mumbai,756.88,0
TXN0000021619,CUST003926,2025-09-08 16:27:37,Card_Payment,39897.7,Utilities,Mobile_iOS,Ahmedabad,1643.86,0
TXN0000027378,CUST004993,2025-09-07 19:01:38,RTGS,1461750.68,Retail,ATM,Delhi,533.08,0
TXN0000022556,CUST004105,2025-10-11 14:26:37,UPI,11805.15,Entertainment,Web_Mobile,Delhi,843.75,0
TXN0000020887,CUST003795,2025-10-15 13:09:36,UPI,48462.11,Other,Web_Mobile,Other,201.47,0
TXN0000010159,CUST001861,2025-08-09 04:06:34,ATM_Withdrawal,20000.0,Food,Mobile_iOS,Mumbai,1787.82,0
TXN0000002202,CUST000408,2025-09-23 13:37:33,UPI,45974.97,Retail,Mobile_Android,Other,1738.74,0
TXN0000011891,CUST002171,2025-09-30 02:03:35,ATM_Withdrawal,2000.0,Fuel,Mobile_iOS,Delhi,1751.89,0
TXN0000013790,CUST002512,2025-10-08 20:02:35,IMPS,14357.07,Food,Web_Desktop,Kolkata,1938.13,0
TXN0000021710,CUST003946,2025-09-29 16:20:37,NEFT,68098.08,Online_Shopping,Web_Desktop,Bangalore,1670.9,0
TXN0000024948,CUST004544,2025-08-17 12:03:37,UPI,17098.37,Other,Web_Mobile,Mumbai,1319.65,0
TXN0000004933,CUST000897,2025-09-01 02:18:33,IMPS,97319.96,Online_Shopping,Web_Desktop,Bangalore,609.81,0
TXN0000005044,CUST000918,2025-10-09 02:41:33,RTGS,671125.16,Utilities,Web_Desktop,Pune,990.17,0
TXN0000012724,CUST002318,2025-08-14 12:23:35,UPI,20994.62,Entertainment,Web_Desktop,Pune,433.83,1
TXN0000006789,CUST001252,2025-09-01 10:34:34,UPI,29008.45,Other,Web_Mobile,Hyderabad,412.33,0
TXN0000014509,CUST002635,2025-08-18 17:11:35,Card_Payment,12178.87,Education,Web_Desktop,Ahmedabad,1748.26,0
TXN0000002727,CUST000495,2025-11-01 11:41:33,UPI,22658.37,Healthcare,Web_Mobile,Delhi,550.01,0
TXN0000002814,CUST000512,2025-08-30 15:54:33,UPI,16157.54,Fuel,ATM,Ahmedabad,591.35,0
TXN0000005457,CUST001005,2025-09-07 04:47:33,UPI,16458.48,Fuel,Web_Desktop,Hyderabad,1427.8,0
TXN0000024581,CUST004482,2025-09-06 02:07:37,UPI,46184.61,Healthcare,Mobile_Android,Ahmedabad,1861.69,0
TXN0000018116,CUST003297,2025-10-18 22:02:36,IMPS,130538.98,Education,Mobile_Android,Pune,304.05,0
TXN0000017396,CUST003169,2025-09-06 09:39:36,UPI,38802.07,Food,Web_Desktop,Hyderabad,1356.58,0
TXN0000003400,CUST000615,2025-08-28 13:28:33,UPI,41535.78,Retail,Web_Mobile,Pune,991.49,0
TXN0000014551,CUST002644,2025-09-23 00:29:35,UPI,32585.19,Utilities,Web_Desktop,Ahmedabad,737.79,0
TXN0000013913,CUST002535,2025-10-24 04:14:35,Card_Payment,34652.46,Fuel,ATM,International,590.83,0
TXN0000003427,CUST000621,2025-10-21 05:39:33,ATM_Withdrawal,20000.0,Utilities,ATM,Delhi,337.33,0
TXN0000023698,CUST004319,2025-09-07 15:18:37,IMPS,44039.54,Online_Shopping,Mobile_iOS,Hyderabad,1488.8,0
TXN0000014493,CUST002632,2025-08-14 23:59:35,UPI,41350.56,Healthcare,Web_Mobile,Other,371.24,0
TXN0000025386,CUST004622,2025-08-14 15:43:37,UPI,32173.95,Retail,Web_Mobile,Mumbai,322.35,0
TXN0000005261,CUST000962,2025-10-13 15:40:33,IMPS,31320.56,Healthcare,Web_Desktop,Delhi,210.26,1
TXN0000023402,CUST004264,2025-08-08 05:34:37,RTGS,929150.68,Retail,ATM,Chennai,214.3,0
TXN0000016201,CUST002944,2025-08-28 12:08:35,ATM_Withdrawal,10000.0,Other,Web_Mobile,Bangalore,1644.2,0
TXN0000010576,CUST001933,2025-10-08 03:19:34,UPI,39202.91,Healthcare,Mobile_Android,Mumbai,839.51,0
TXN0000012464,CUST002268,2025-09-17 19:58:35,UPI,9259.14,Healthcare,ATM,Pune,1474.03,0
TXN0000010440,CUST001910,2025-10-09 08:06:34,UPI,13349.57,Online_Shopping,Mobile_Android,Ahmedabad,815.08,0
TXN0000017288,CUST003149,2025-09-29 13:10:36,NEFT,350441.83,Travel,ATM,Delhi,1723.57,0
TXN0000010496,CUST001919,2025-09-07 14:42:34,RTGS,1565546.51,Online_Shopping,Web_Mobile,Delhi,401.53,1
TXN0000018865,CUST003427,2025-10-25 07:52:36,Card_Payment,87360.34,Other,Mobile_iOS,Mumbai,503.86,0
TXN0000007603,CUST001394,2025-10-17 02:10:34,UPI,22826.71,Retail,Web_Mobile,Bangalore,1856.95,0
TXN0000025675,CUST004672,2025-08-06 01:38:37,Card_Payment,59639.62,Online_Shopping,Web_Mobile,Delhi,850.56,0
TXN0000005051,CUST000921,2025-10-26 21:19:33,ATM_Withdrawal,20000.0,Online_Shopping,Mobile_iOS,Kolkata,1250.29,0
TXN0000003542,CUST000641,2025-10-17 16:58:33,RTGS,1810616.25,Online_Shopping,Mobile_Android,Ahmedabad,1687.61,0
TXN0000008243,CUST001505,2025-09-26 22:30:34,IMPS,41504.85,Food,Web_Desktop,Mumbai,836.66,0
TXN0000023860,CUST004356,2025-10-31 03:50:37,NEFT,282710.44,Retail,Web_Mobile,Ahmedabad,328.77,0
TXN0000008363,CUST001525,2025-11-01 10:43:34,IMPS,127521.45,Retail,Mobile_iOS,Chennai,340.22,1
TXN0000004094,CUST000740,2025-09-11 21:32:33,RTGS,1741013.04,Healthcare,Web_Desktop,Ahmedabad,554.91,0
TXN0000005497,CUST001015,2025-09-01 01:39:33,Card_Payment,92920.01,Fuel,Web_Desktop,Chennai,1068.72,0
TXN0000012030,CUST002196,2025-09-06 07:31:35,UPI,11124.17,Travel,ATM,Hyderabad,1619.63,0
TXN0000000492,CUST000100,2025-10-02 22:30:32,UPI,31782.47,Healthcare,ATM,Kolkata,470.57,0
TXN0000001513,CUST000272,2025-08-31 13:58:32,IMPS,65210.69,Education,Mobile_Android,Ahmedabad,388.92,0
TXN0000011681,CUST002131,2025-10-07 16:02:35,UPI,29954.91,Food,Mobile_Android,Ahmedabad,493.34,0
TXN0000024400,CUST004449,2025-10-31 10:56:37,IMPS,140237.29,Food,Mobile_iOS,Kolkata,1112.47,0
TXN0000026390,CUST004817,2025-08-05 09:07:38,NEFT,174847.57,Utilities,Web_Desktop,Ahmedabad,1403.69,0
TXN0000006848,CUST001261,2025-10-18 18:05:34,NEFT,33006.57,Utilities,Web_Mobile,Hyderabad,274.47,0
TXN0000026838,CUST004897,2025-10-11 08:32:38,IMPS,82505.52,Other,Mobile_iOS,Other,820.73,0
TXN0000005344,CUST000982,2025-10-17 14:18:33,UPI,44792.61,Online_Shopping,Mobile_iOS,Pune,539.17,0
TXN0000026486,CUST004836,2025-09-12 02:03:38,Card_Payment,63114.02,Travel,Mobile_Android,Chennai,753.5,0
TXN0000010608,CUST001939,2025-09-02 14:43:34,UPI,40104.96,Healthcare,Mobile_Android,Bangalore,1757.3,0
TXN0000012273,CUST002239,2025-10-31 16:48:35,UPI,18076.06,Food,Mobile_Android,Hyderabad,478.98,1
TXN0000011599,CUST002115,2025-09-24 05:18:35,UPI,20947.5,Retail,ATM,Hyderabad,1685.87,0
TXN0000005101,CUST000932,2025-10-11 14:41:33,RTGS,1493813.7,Utilities,ATM,Chennai,1813.55,0
TXN0000019755,CUST003592,2025-10-29 06:14:36,ATM_Withdrawal,20000.0,Other,Mobile_iOS,Mumbai,351.55,0
TXN0000001191,CUST000217,2025-08-25 22:12:32,RTGS,489815.55,Online_Shopping,ATM,Chennai,549.08,0
TXN0000008451,CUST001542,2025-08-20 16:53:34,IMPS,127305.95,Utilities,ATM,Bangalore,1488.88,0
TXN0000012144,CUST002219,2025-08-23 22:03:35,ATM_Withdrawal,5000.0,Utilities,Web_Mobile,Ahmedabad,876.53,0
TXN0000026322,CUST004803,2025-09-16 09:59:38,IMPS,62202.06,Other,ATM,Chennai,282.55,0
TXN0000005866,CUST001079,2025-10-30 21:28:33,UPI,11736.61,Fuel,ATM,Delhi,1614.54,0
TXN0000022276,CUST004051,2025-08-17 19:07:37,UPI,23012.53,Fuel,Mobile_Android,International,413.35,0
TXN0000010810,CUST001973,2025-09-10 19:28:34,UPI,4416.64,Entertainment,ATM,Hyderabad,1777.56,0
TXN0000020788,CUST003774,2025-09-26 11:26:36,UPI,26839.58,Food,Web_Mobile,Hyderabad,1589.42,0
TXN0000015046,CUST002733,2025-10-02 09:04:35,IMPS,16055.31,Healthcare,Web_Desktop,Mumbai,1943.75,0
TXN0000000424,CUST000086,2025-08-07 15:13:32,RTGS,991609.11,Food,Mobile_iOS,Kolkata,860.1,0
TXN0000021378,CUST003883,2025-09-07 13:52:37,UPI,40643.55,Fuel,Mobile_iOS,Mumbai,1918.77,0
TXN0000025571,CUST004654,2025-08-18 00:06:37,RTGS,865249.7,Utilities,Web_Mobile,Mumbai,1806.51,0
TXN0000010891,CUST001987,2025-08-27 20:07:34,UPI,33953.43,Travel,Web_Desktop,Bangalore,435.16,0
TXN0000012864,CUST002342,2025-09-11 17:13:35,Card_Payment,99622.23,Online_Shopping,ATM,Pune,364.59,0
TXN0000023531,CUST004288,2025-09-24 19:10:37,UPI,483.8,Retail,ATM,Kolkata,1831.38,0
TXN0000023425,CUST004267,2025-11-02 22:53:37,IMPS,89915.83,Online_Shopping,Web_Mobile,Ahmedabad,981.89,0
TXN0000026208,CUST004783,2025-09-10 15:05:38,UPI,40103.71,Travel,Web_Desktop,Mumbai,966.71,0
TXN0000022702,CUST004129,2025-09-07 17:38:37,RTGS,1658294.29,Healthcare,Web_Desktop,Delhi,966.24,0
TXN0000008106,CUST001483,2025-08-05 02:03:34,IMPS,180434.95,Other,Mobile_iOS,Kolkata,760.64,0
TXN0000004439,CUST000806,2025-08-29 23:11:33,ATM_Withdrawal,10000.0,Retail,Web_Desktop,Hyderabad,601.37,0
TXN0000025373,CUST004618,2025-09-24 15:12:37,RTGS,892769.88,Fuel,Web_Desktop,Chennai,1484.58,0
TXN0000019671,CUST003573,2025-08-07 09:30:36,NEFT,373602.17,Other,Web_Desktop,Chennai,429.5,0
TXN0000017093,CUST003114,2025-08-06 11:06:36,UPI,45577.08,Food,ATM,Ahmedabad,1291.11,0
TXN0000015288,CUST002786,2025-09-09 08:16:35,RTGS,1716675.85,Travel,Web_Mobile,Mumbai,384.74,1
TXN0000009914,CUST001814,2025-09-01 22:58:34,NEFT,398020.16,Healthcare,ATM,Delhi,230.71,0
TXN0000012688,CUST002312,2025-10-23 09:35:35,Card_Payment,83363.21,Other,Mobile_Android,Chennai,750.41,0
TXN0000005036,CUST000917,2025-08-08 20:19:33,UPI,13051.11,Utilities,Mobile_iOS,Bangalore,1109.86,0
TXN0000011682,CUST002131,2025-09-24 12:22:35,ATM_Withdrawal,20000.0,Education,Mobile_iOS,Ahmedabad,1436.95,0
TXN0000019694,CUST003579,2025-08-28 00:22:36,IMPS,189223.6,Travel,Mobile_iOS,Ahmedabad,643.4,0
TXN0000005848,CUST001077,2025-09-26 20:49:33,UPI,27331.18,Fuel,Mobile_Android,Chennai,1762.41,0
TXN0000008405,CUST001532,2025-10-31 03:44:34,Card_Payment,40303.14,Fuel,Mobile_Android,Ahmedabad,294.2,0
TXN0000020199,CUST003669,2025-10-19 00:26:36,UPI,17072.0,Utilities,ATM,Pune,573.79,0
TXN0000012702,CUST002315,2025-09-27 06:07:35,ATM_Withdrawal,10000.0,Other,Web_Mobile,Delhi,451.07,0
TXN0000015268,CUST002781,2025-09-07 15:21:35,IMPS,96201.58,Food,Web_Desktop,Kolkata,329.03,1
TXN0000008779,CUST001598,2025-10-24 23:17:34,UPI,45907.82,Entertainment,Mobile_iOS,Delhi,518.32,0
TXN0000001428,CUST000256,2025-11-02 09:26:32,IMPS,36765.47,Online_Shopping,ATM,Chennai,247.24,0
TXN0000006290,CUST001152,2025-11-01 04:37:33,IMPS,157383.39,Entertainment,Web_Desktop,Pune,843.5,0
TXN0000012472,CUST002270,2025-10-10 17:42:35,UPI,40735.19,Education,Mobile_Android,Chennai,1023.0,0
TXN0000009153,CUST001672,2025-08-20 06:24:34,IMPS,87428.27,Online_Shopping,ATM,Bangalore,1878.31,0
TXN0000004044,CUST000730,2025-09-23 05:25:33,Card_Payment,19620.23,Healthcare,Web_Desktop,Ahmedabad,1842.76,0
TXN0000014206,CUST002589,2025-09-08 03:31:35,IMPS,7651.37,Fuel,Mobile_iOS,Bangalore,1042.76,0
TXN0000024121,CUST004401,2025-10-17 10:45:37,RTGS,908281.49,Food,Mobile_Android,Pune,474.2,1
TXN0000026870,CUST004902,2025-09-09 16:43:38,IMPS,9741.25,Other,Web_Mobile,Bangalore,1057.28,0
TXN0000003319,CUST000600,2025-08-09 07:05:33,RTGS,1394172.43,Retail,Mobile_iOS,Mumbai,477.69,0
TXN0000015869,CUST002893,2025-09-03 16:45:35,NEFT,360742.1,Healthcare,Web_Mobile,Kolkata,1608.85,0
TXN0000017336,CUST003159,2025-09-22 09:41:36,UPI,14666.59,Food,Mobile_Android,Delhi,1166.42,0
TXN0000024047,CUST004390,2025-08-07 03:49:37,Card_Payment,76574.61,Education,Mobile_iOS,Delhi,888.19,0
TXN0000010419,CUST001905,2025-09-17 07:47:34,UPI,33740.85,Retail,Web_Mobile,Delhi,1221.26,0
TXN0000006112,CUST001124,2025-10-17 06:57:33,UPI,2938.48,Education,Mobile_Android,Hyderabad,316.18,1
TXN0000001948,CUST000358,2025-10-13 22:42:32,UPI,943.13,Utilities,ATM,Other,572.17,0
TXN0000012760,CUST002323,2025-09-07 12:18:35,Card_Payment,41514.1,Food,Web_Desktop,Chennai,1095.12,0
TXN0000014371,CUST002615,2025-08-16 15:41:35,IMPS,145807.88,Utilities,Mobile_iOS,Mumbai,302.35,0
TXN0000023867,CUST004357,2025-11-02 05:25:37,UPI,15528.82,Other,ATM,Hyderabad,1563.84,0
TXN0000011130,CUST002032,2025-10-26 23:18:34,RTGS,417017.79,Utilities,Web_Desktop,Delhi,1134.28,0
TXN0000002589,CUST000473,2025-08-26 13:08:33,RTGS,309687.02,Retail,Web_Desktop,Kolkata,426.18,1
TXN0000024038,CUST004388,2025-09-24 01:03:37,NEFT,334543.96,Retail,Mobile_iOS,Pune,1964.6,0
TXN0000014093,CUST002567,2025-09-28 21:36:35,NEFT,471141.27,Online_Shopping,ATM,Hyderabad,453.64,0
TXN0000021423,CUST003891,2025-09-18 23:52:37,RTGS,1253727.57,Food,Web_Desktop,Mumbai,607.04,0
TXN0000015599,CUST002845,2025-10-30 10:30:35,NEFT,270721.26,Food,Mobile_iOS,Hyderabad,1818.47,0
TXN0000025851,CUST004710,2025-09-30 04:55:38,UPI,20602.84,Utilities,Mobile_iOS,Hyderabad,1987.58,0
TXN0000019352,CUST003518,2025-08-27 18:32:36,RTGS,749892.05,Healthcare,ATM,Hyderabad,232.59,1
TXN0000025491,CUST004639,2025-09-11 02:29:37,IMPS,123315.36,Food,Mobile_Android,Other,1370.61,0
TXN0000016142,CUST002935,2025-10-27 18:54:35,Card_Payment,85815.97,Other,Mobile_iOS,Chennai,1228.48,0
TXN0000023206,CUST004226,2025-09-23 16:56:37,IMPS,15268.97,Online_Shopping,ATM,Ahmedabad,528.32,0
TXN0000010744,CUST001961,2025-10-13 21:14:34,Card_Payment,73922.26,Utilities,Web_Mobile,Delhi,1537.4,0
TXN0000025749,CUST004688,2025-08-09 19:03:37,NEFT,321068.18,Healthcare,Mobile_iOS,Kolkata,1671.33,0
TXN0000026304,CUST004800,2025-10-22 15:31:38,Card_Payment,23869.37,Online_Shopping,Mobile_iOS,Pune,926.27,0
TXN0000009889,CUST001808,2025-09-25 16:54:34,UPI,25247.49,Entertainment,Mobile_Android,Chennai,1888.72,0
TXN0000017936,CUST003265,2025-09-02 02:20:36,IMPS,89198.5,Retail,Web_Desktop,Kolkata,966.23,0
TXN0000000486,CUST000098,2025-09-01 15:18:32,NEFT,71935.44,Utilities,Web_Mobile,Chennai,427.4,0
TXN0000027076,CUST004940,2025-10-31 15:50:38,UPI,14325.25,Food,Mobile_Android,Delhi,665.11,0
TXN0000023105,CUST004202,2025-10-14 18:41:37,UPI,19559.2,Utilities,Web_Desktop,Ahmedabad,1433.61,0
TXN0000006419,CUST001179,2025-10-18 01:55:33,RTGS,573282.03,Healthcare,Mobile_iOS,Bangalore,904.1,0
TXN0000014324,CUST002609,2025-09-25 13:08:35,IMPS,52828.52,Entertainment,ATM,Mumbai,312.11,0
TXN0000025813,CUST004700,2025-11-01 01:15:38,NEFT,82183.88,Education,ATM,Mumbai,1578.47,0
TXN0000015467,CUST002820,2025-08-08 01:44:35,NEFT,71479.53,Retail,Mobile_Android,Pune,348.69,1
TXN0000001556,CUST000279,2025-09-02 11:25:32,NEFT,66628.68,Entertainment,ATM,Kolkata,1792.52,0
TXN0000003793,CUST000683,2025-08-25 07:07:33,UPI,26242.21,Other,Web_Mobile,Chennai,1404.74,0
TXN0000001711,CUST000315,2025-08-27 17:13:32,IMPS,179854.93,Entertainment,ATM,Hyderabad,1774.18,0
TXN0000010390,CUST001900,2025-10-05 18:10:34,NEFT,415855.41,Online_Shopping,ATM,Kolkata,1162.01,0
TXN0000024516,CUST004471,2025-08-30 05:35:37,UPI,33763.32,Education,Web_Desktop,Delhi,341.18,0
TXN0000007349,CUST001353,2025-09-08 13:47:34,IMPS,33781.5,Education,Mobile_iOS,Chennai,1250.96,0
TXN0000024405,CUST004450,2025-10-28 10:22:37,RTGS,542910.81,Utilities,Mobile_iOS,Hyderabad,336.21,0
TXN0000022027,CUST004009,2025-10-23 04:48:37,IMPS,112949.81,Education,Web_Desktop,Bangalore,1906.26,0
TXN0000026456,CUST004829,2025-09-07 20:30:38,IMPS,186520.89,Fuel,Mobile_iOS,Hyderabad,808.16,0
TXN0000013816,CUST002518,2025-08-12 16:53:35,IMPS,165886.85,Utilities,Mobile_iOS,Ahmedabad,1686.81,0
TXN0000024718,CUST004505,2025-09-30 02:41:37,UPI,30953.75,Healthcare,Web_Desktop,Mumbai,252.19,0
TXN0000022630,CUST004116,2025-08-15 22:28:37,UPI,44808.8,Other,ATM,Mumbai,1113.98,0
TXN0000016724,CUST003045,2025-08-11 15:28:36,NEFT,60048.78,Other,ATM,Other,1089.03,0
TXN0000012695,CUST002314,2025-10-29 17:23:35,Card_Payment,9618.98,Entertainment,ATM,Hyderabad,1742.85,0
TXN0000024420,CUST004453,2025-10-18 18:03:37,NEFT,377849.62,Healthcare,Web_Mobile,Delhi,312.41,0
TXN0000012995,CUST002364,2025-10-09 22:30:35,NEFT,166696.52,Online_Shopping,Web_Mobile,Bangalore,434.38,0
TXN0000010183,CUST001866,2025-09-08 06:08:34,ATM_Withdrawal,20000.0,Entertainment,Mobile_iOS,Pune,1189.38,0
TXN0000004004,CUST000723,2025-08-25 18:20:33,ATM_Withdrawal,20000.0,Fuel,Mobile_iOS,Mumbai,1897.7,0
TXN0000022967,CUST004175,2025-09-10 09:52:37,UPI,11962.63,Healthcare,ATM,Chennai,1564.89,0
TXN0000014823,CUST002693,2025-08-27 15:24:35,UPI,9614.99,Healthcare,Mobile_Android,Chennai,804.03,0
TXN0000026381,CUST004815,2025-10-23 09:40:38,IMPS,101687.11,Fuel,Web_Desktop,Pune,1760.07,0
TXN0000001816,CUST000334,2025-08-26 15:25:32,IMPS,51421.37,Entertainment,ATM,Mumbai,975.87,0
TXN0000011319,CUST002066,2025-09-15 01:05:34,Card_Payment,63050.19,Food,Mobile_iOS,Chennai,1471.2,0
TXN0000012342,CUST002247,2025-10-22 05:26:35,NEFT,63594.01,Entertainment,Web_Desktop,Mumbai,1685.22,0
TXN0000002820,CUST000513,2025-10-29 00:38:33,NEFT,406195.58,Education,Mobile_iOS,Delhi,1472.22,0
TXN0000015731,CUST002867,2025-08-14 20:39:35,Card_Payment,30031.99,Food,Web_Mobile,Chennai,1660.17,0
TXN0000021663,CUST003935,2025-10-21 05:41:37,UPI,48428.74,Fuel,Mobile_iOS,Bangalore,959.47,0
TXN0000018850,CUST003423,2025-09-04 09:24:36,UPI,8534.86,Fuel,Mobile_iOS,Chennai,1428.15,0
TXN0000014798,CUST002686,2025-08-14 23:43:35,UPI,38339.99,Online_Shopping,ATM,Mumbai,990.01,0
TXN0000023218,CUST004228,2025-08-20 04:10:37,UPI,38570.19,Entertainment,Web_Desktop,Chennai,1629.49,0
TXN0000023003,CUST004181,2025-11-01 23:41:37,IMPS,56263.56,Utilities,Web_Mobile,Mumbai,1272.05,0
TXN0000009113,CUST001663,2025-09-12 17:26:34,Card_Payment,32513.13,Utilities,ATM,Chennai,1963.69,0
TXN0000022166,CUST004034,2025-10-25 23:00:37,UPI,47457.53,Education,Mobile_Android,Chennai,1917.22,0
TXN0000012728,CUST002318,2025-10-16 04:29:35,IMPS,91392.36,Entertainment,Web_Mobile,Pune,1188.35,0
TXN0000007487,CUST001375,2025-10-27 20:42:34,NEFT,169108.93,Retail,ATM,Pune,331.87,1
TXN0000007592,CUST001393,2025-09-08 03:07:34,IMPS,64582.52,Healthcare,Mobile_Android,Mumbai,953.8,0
TXN0000000244,CUST000050,2025-10-05 21:24:32,IMPS,68733.14,Other,Web_Mobile,Ahmedabad,782.14,0
TXN0000020836,CUST003785,2025-09-25 20:35:36,RTGS,1654421.06,Education,Web_Desktop,Hyderabad,1527.62,0
TXN0000022113,CUST004025,2025-10-16 19:48:37,UPI,14543.85,Education,ATM,Chennai,1018.02,0
TXN0000007468,CUST001372,2025-08-18 05:37:34,UPI,5228.08,Utilities,Web_Desktop,Mumbai,509.27,0
TXN0000008140,CUST001488,2025-09-26 04:15:34,RTGS,863442.51,Online_Shopping,Web_Desktop,Delhi,252.8,0
TXN0000008142,CUST001488,2025-09-13 11:21:34,UPI,26017.94,Online_Shopping,Web_Desktop,Delhi,975.74,0
TXN0000025120,CUST004571,2025-10-13 10:39:37,UPI,1941.96,Healthcare,Web_Mobile,Chennai,271.96,0
