customer_id,age,gender,income_level,annual_income,city,account_age_months,credit_score
CUST001219,32,F,Medium,76851.45646720429,Hyderabad,109,720
CUST001220,77,M,Medium,50067.17615441241,Mumbai,3,699
CUST001221,27,M,High,104866.48621313518,Hyderabad,100,628
CUST001222,49,F,Medium,46158.43976417705,Kolkata,13,682
CUST001223,54,F,High,128350.60259602782,Delhi,25,659
CUST001224,51,F,Medium,78407.53720039701,Kolkata,4,745
CUST001225,42,F,High,124866.65538937229,Kolkata,2,632
CUST001226,43,F,Low,32341.530600124526,Ahmedabad,20,745
CUST001227,45,M,High,118744.29513503038,Mumbai,48,632
CUST001228,42,F,Very High,180959.5092399378,Ahmedabad,11,679
CUST001229,59,F,Medium,69180.15305717534,Ahmedabad,29,749
CUST001230,78,F,High,122143.46804845455,Mumbai,11,643
CUST001231,36,F,High,126303.37381994008,Chennai,17,752
CUST001232,24,M,Low,37976.22186054843,Bangalore,85,744
CUST001233,43,F,Medium,71358.43148244072,Kolkata,69,678
CUST001234,83,M,Low,35618.30504309052,Mumbai,26,792
CUST001235,32,M,Very High,474514.3191077717,Ahmedabad,9,706
CUST001236,69,F,High,149295.44660240997,Kolkata,7,788
CUST001237,70,M,Low,31625.654639221193,Kolkata,110,843
CUST001238,36,F,Low,22177.632320623314,Ahmedabad,8,680
CUST001239,53,M,Medium,58365.196311017455,Mumbai,59,751
CUST001240,69,M,Medium,71504.04585846578,Delhi,16,648
CUST001241,39,F,Low,20554.506495236983,Delhi,152,617
CUST001242,41,F,Medium,42275.497534245966,Kolkata,16,684
CUST001243,36,F,Medium,42686.31129531285,Delhi,15,590
CUST001244,29,F,Low,34620.71516656622,Kolkata,36,624
CUST001245,35,F,High,115081.66399942205,Ahmedabad,117,747
CUST001246,26,M,Very High,279114.28023220773,Chennai,134,658
CUST001247,45,M,High,87393.19316832152,Mumbai,44,756
CUST001248,33,M,High,131256.81751441222,Kolkata,50,723
CUST001249,48,F,Low,26420.396211017993,Delhi,29,848
CUST001250,21,F,Medium,50612.962802586684,Delhi,50,741
CUST001251,49,M,Low,33046.38403107102,Hyderabad,70,789
CUST001252,57,F,High,119130.76248177892,Hyderabad,23,732
CUST001253,18,F,Very High,276843.7246346556,Pune,34,724
CUST001254,50,M,High,124904.12295639116,Delhi,27,793
CUST001255,63,M,High,98985.50642688827,Pune,29,753
CUST001256,26,F,Medium,71793.21046417307,Pune,79,716
CUST001257,70,F,Medium,49172.758012306156,Pune,15,716
CUST001258,51,F,Medium,46353.50781528062,Chennai,8,743
CUST001259,34,M,Low,35648.788189977495,Bangalore,21,646
CUST001260,44,Other,Low,34157.840613958666,Kolkata,8,642
CUST001261,53,M,High,92784.72829912588,Hyderabad,24,814
CUST001262,46,M,Medium,44649.83010759752,Kolkata,84,849
CUST001263,53,Other,Medium,73535.96353946769,Hyderabad,34,625
CUST001264,31,M,Medium,71063.93928786751,Mumbai,69,646
CUST001265,47,F,Medium,53090.29494798657,Mumbai,6,791
CUST001266,23,M,Medium,66327.89632853467,Delhi,83,742
CUST001267,43,F,Medium,44966.40746191243,Mumbai,33,754
CUST001268,31,F,Medium,60281.906361907124,Ahmedabad,1,771
CUST001269,33,M,High,81311.1204442294,Mumbai,36,680
CUST001270,63,F,Medium,55664.07523686222,Bangalore,108,726
CUST001271,61,M,Medium,42993.712858856205,Pune,2,720
CUST001272,54,F,High,113260.30261098177,Chennai,31,631
CUST001273,28,M,High,109517.7152797026,Delhi,88,725
CUST001274,40,M,High,111106.95186466392,Bangalore,1,799
CUST001275,63,M,Medium,41813.25208191976,Ahmedabad,35,673
CUST001276,47,M,Low,27232.32682563665,Delhi,23,712
CUST001277,79,F,Medium,70259.35396399666,Chennai,15,716
CUST001278,50,M,Medium,54756.5749341448,Delhi,35,677
CUST001279,47,M,Very High,400310.1834133532,Kolkata,1,754
CUST001280,40,M,Medium,54779.14894534933,Kolkata,50,645
CUST001281,47,M,Low,28464.78882980373,Kolkata,1,806
CUST001282,42,F,Low,31277.84225658532,Mumbai,13,750
CUST001283,55,Other,Low,39013.63873614165,Chennai,25,625
CUST001284,59,M,Medium,44354.417865866206,Bangalore,17,835
CUST001285,33,F,High,82303.96380628216,Bangalore,13,713
CUST001286,25,F,High,122557.00286670316,Ahmedabad,63,642
CUST001287,18,M,Very High,482183.98112494923,Hyderabad,98,788
CUST001288,52,F,Low,39794.4626510943,Bangalore,74,739
CUST001289,28,F,Medium,59366.56989568008,Pune,26,558
CUST001290,18,F,Low,29361.63242170197,Kolkata,77,657
CUST001291,50,F,Medium,65798.55082980785,Pune,91,722
CUST001292,82,M,Very High,344472.16502173943,Ahmedabad,18,527
CUST001293,44,F,Medium,65363.52230456473,Pune,11,706
CUST001294,57,F,High,141179.9597876526,Kolkata,3,712
CUST001295,46,F,Medium,69852.24677950438,Hyderabad,23,605
CUST001296,43,F,Low,29937.54783373591,Mumbai,105,721
CUST001297,58,M,Low,29237.28918000339,Bangalore,29,700
CUST001298,40,Other,Medium,65584.06994052464,Chennai,39,604
CUST001299,49,F,High,111899.43990942082,Hyderabad,4,773
CUST001300,49,M,Low,29155.587025312798,Bangalore,5,767
CUST001301,34,M,High,81141.41312505533,Mumbai,22,676
CUST001302,59,F,High,92184.4896185116,Pune,108,684
CUST001303,42,M,Medium,59540.54559983012,Chennai,16,758
CUST001304,33,M,High,137585.74213352584,Chennai,75,683
CUST001305,53,M,Medium,51149.08026908497,Ahmedabad,4,545
CUST001306,31,M,High,116585.04031918044,Pune,34,738
CUST001307,45,M,High,104147.34593314625,Mumbai,33,634
CUST001308,44,M,Very High,186681.39633885617,Bangalore,70,668
CUST001309,61,M,Medium,78331.93932285203,Pune,1,816
CUST001310,52,F,Medium,74186.95481001207,Delhi,7,689
CUST001311,44,F,Low,21569.84848933813,Ahmedabad,8,700
CUST001312,57,M,Low,34395.74524936569,Bangalore,107,740
CUST001313,65,M,High,104330.59330502502,Pune,6,740
CUST001314,53,F,Very High,498197.4324716274,Pune,1,626
CUST001315,45,M,Medium,52095.94079315911,Hyderabad,27,695
CUST001316,25,M,Low,24774.768907251997,Hyderabad,27,702
CUST001317,29,M,Medium,62715.62193221621,Bangalore,66,721
CUST001318,40,F,Medium,73405.04653372816,Ahmedabad,107,723
CUST001319,35,F,Medium,47700.75487279192,Kolkata,27,850
CUST001320,42,F,Low,34188.055394386625,Hyderabad,95,605
CUST001321,45,F,High,84298.46081987851,Delhi,46,778
CUST001322,52,F,Low,38378.694862209944,Kolkata,11,794
CUST001323,43,M,Medium,43242.99664589195,Delhi,94,739
CUST001324,52,F,High,143996.19634409138,Chennai,39,647
CUST001325,45,M,Medium,59632.289978108114,Hyderabad,19,833
CUST001326,18,F,Medium,57923.64451183679,Pune,41,524
CUST001327,30,F,High,148131.49556502636,Kolkata,18,645
CUST001328,42,F,High,149326.89243887534,Bangalore,4,793
CUST001329,26,M,Medium,66007.12503844048,Kolkata,45,670
CUST001330,53,M,Medium,45084.77167428194,Pune,62,827
CUST001331,67,F,High,115431.90599586417,Chennai,46,579
CUST001332,63,F,High,117041.41706689636,Delhi,9,611
CUST001333,41,F,Medium,60577.85712541239,Chennai,112,657
CUST001334,67,M,Low,31389.836770400194,Mumbai,1,733
CUST001335,47,F,Low,20374.494275887813,Hyderabad,14,682
CUST001336,39,F,Low,34224.545629410044,Bangalore,10,660
CUST001337,35,F,Medium,68495.77207811952,Delhi,1,813
CUST001338,40,F,Low,22309.39550355776,Chennai,18,821
CUST001339,39,F,Medium,62809.57769783203,Bangalore,35,666
CUST001340,47,F,High,119785.28277050421,Hyderabad,77,563
CUST001341,47,F,Medium,67298.016807616,Pune,164,527
CUST001342,45,Other,High,85977.83844945568,Bangalore,59,719
CUST001343,51,M,High,123855.23150862675,Hyderabad,22,752
CUST001344,62,M,Low,25615.039014926824,Hyderabad,46,705
CUST001345,59,F,High,115490.20933473203,Hyderabad,66,694
CUST001346,22,F,High,134132.6486892854,Chennai,22,635
CUST001347,18,F,Medium,68225.83745452053,Pune,55,752
CUST001348,59,F,Low,22378.060353559868,Hyderabad,23,834
CUST001349,24,M,Medium,63647.391484642925,Bangalore,17,522
CUST001350,41,F,Very High,489190.7858292585,Pune,26,693
CUST001351,27,F,Medium,46270.77749340009,Mumbai,40,622
CUST001352,18,M,Low,37058.141754508295,Bangalore,46,580
CUST001353,53,M,High,129178.36563876439,Chennai,15,609
CUST001354,56,F,Medium,70960.13251639038,Hyderabad,30,730
CUST001355,36,M,Medium,51278.33308570582,Ahmedabad,86,732
CUST001356,18,F,High,100152.22505658897,Pune,134,816
CUST001357,36,M,Medium,76240.77823105952,Mumbai,9,700
CUST001358,50,F,High,105188.2422464791,Chennai,7,559
CUST001359,22,F,High,84411.07734849674,Delhi,40,680
CUST001360,47,F,Medium,64023.868143178,Delhi,19,589
CUST001361,44,M,Low,22496.353380836852,Ahmedabad,1,603
CUST001362,53,F,High,135761.73689855356,Ahmedabad,15,746
CUST001363,46,M,Very High,374611.25487537007,Delhi,59,715
CUST001364,30,M,Low,37494.530104424164,Mumbai,57,747
CUST001365,62,Other,Medium,71393.48999130541,Pune,24,671
CUST001366,42,F,Medium,44484.54593352784,Bangalore,23,763
CUST001367,44,F,High,106674.94735040955,Mumbai,31,666
CUST001368,31,M,High,134219.2174940211,Ahmedabad,8,789
CUST001369,38,M,Low,28346.829465326515,Pune,26,727
CUST001370,31,M,High,148065.5839345985,Mumbai,1,683
CUST001371,42,F,Low,34714.80899786898,Pune,23,716
CUST001372,70,F,High,81084.99416832248,Mumbai,14,698
CUST001373,24,F,Medium,75199.42766243345,Delhi,40,827
CUST001374,20,F,Medium,44032.1913947423,Kolkata,36,719
CUST001375,67,M,Low,22810.474483601716,Pune,17,699
CUST001376,41,M,Low,34689.84801222102,Pune,1,680
CUST001377,34,M,High,140547.7991601336,Pune,10,767
CUST001378,60,M,Medium,61453.98511598224,Bangalore,36,756
CUST001379,35,M,Low,25780.994658915584,Kolkata,2,678
CUST001380,72,F,Low,27026.31090506351,Kolkata,4,607
CUST001381,55,M,Low,26857.786591921118,Mumbai,37,627
CUST001382,37,F,High,102867.46726666586,Bangalore,50,685
CUST001383,77,M,High,97003.67702751548,Kolkata,13,807
CUST001384,35,Other,Low,32177.341892584664,Hyderabad,24,679
CUST001385,56,F,Medium,76016.21274260269,Mumbai,104,652
CUST001386,49,F,Low,26141.64826166682,Mumbai,104,559
CUST001387,64,M,Very High,215343.00411149423,Mumbai,13,821
CUST001388,68,F,Very High,443502.1832299987,Hyderabad,59,745
CUST001389,45,F,High,131924.83316227922,Ahmedabad,32,763
CUST001390,33,M,Very High,475792.9610459687,Hyderabad,133,776
CUST001391,51,M,High,91586.38149234367,Delhi,23,686
CUST001392,34,M,High,90097.59198816141,Ahmedabad,53,706
CUST001393,75,F,Medium,61657.17577219987,Chennai,52,819
CUST001394,47,F,Medium,64577.346193403806,Bangalore,24,714
CUST001395,39,F,Low,29603.46883719179,Chennai,57,747
CUST001396,47,M,Medium,63958.665452955014,Mumbai,10,769
CUST001397,24,M,Medium,47215.190755002855,Kolkata,4,751
CUST001398,30,F,Low,29592.275083281667,Mumbai,19,689
CUST001399,63,M,Medium,66323.70243758672,Kolkata,103,697
CUST001400,35,F,Medium,57308.25796994815,Delhi,25,762
CUST001401,29,F,Low,33588.94671633196,Pune,36,762
CUST001402,53,M,Medium,58047.65122215358,Chennai,35,793
CUST001403,62,F,Very High,266759.853294797,Pune,5,744
CUST001404,55,M,High,101252.35329609647,Pune,17,747
CUST001405,59,F,High,108763.14412920116,Mumbai,44,664
CUST001406,33,M,Medium,40923.58490728803,Chennai,128,653
CUST001407,23,F,Medium,66741.00553784455,Ahmedabad,6,762
CUST001408,67,M,Low,36902.11281960524,Ahmedabad,19,654
CUST001409,40,M,High,104823.8966110183,Delhi,3,698
CUST001410,41,F,Low,20920.66272283437,Chennai,9,810
CUST001411,64,M,Low,39735.51194771115,Kolkata,17,797
CUST001412,53,F,High,98458.87788157469,Bangalore,28,724
CUST001413,51,M,Low,22532.42243381546,Pune,9,676
CUST001414,77,F,Medium,54790.10031892112,Ahmedabad,9,690
CUST001415,35,M,Low,34771.14081267113,Delhi,54,769
CUST001416,58,F,Low,25878.331937811316,Chennai,118,697
CUST001417,45,M,Low,31494.064078389754,Mumbai,14,655
CUST001418,49,M,Low,28311.19988874284,Hyderabad,41,797
CUST001419,67,M,High,88243.4794593633,Hyderabad,10,714
CUST001420,52,F,High,103120.09087444772,Delhi,94,653
CUST001421,53,M,Medium,68994.82022856266,Ahmedabad,40,738
CUST001422,61,F,High,122840.2728132012,Hyderabad,58,777
CUST001423,39,F,Low,22395.56759767122,Ahmedabad,1,619
CUST001424,32,M,Medium,46532.89638857234,Bangalore,32,683
CUST001425,29,F,Low,32814.66718614891,Delhi,26,680
CUST001426,18,M,Medium,72536.61657283476,Mumbai,12,736
CUST001427,75,M,Medium,53978.97983832677,Mumbai,10,750
CUST001428,28,F,Medium,63812.43007373801,Delhi,31,655
CUST001429,41,F,High,91945.05121264738,Hyderabad,44,580
CUST001430,40,F,Medium,52455.053476212954,Hyderabad,1,782
CUST001431,49,M,Medium,40810.808226922105,Mumbai,30,610
CUST001432,57,M,Very High,418896.5817298329,Bangalore,6,721
CUST001433,57,M,Medium,56040.392790918675,Kolkata,5,689
CUST001434,36,F,Medium,72645.02294615816,Hyderabad,35,712
CUST001435,42,F,High,129586.10972159084,Bangalore,13,832
CUST001436,49,F,Medium,73149.77062913908,Pune,20,850
CUST001437,41,M,Low,25713.173391657656,Hyderabad,16,569
CUST001438,69,M,Medium,47404.34921711381,Kolkata,37,778
CUST001439,52,M,Medium,78876.22730606682,Delhi,22,687
CUST001440,56,M,Medium,68693.11148163478,Chennai,119,783
CUST001441,54,M,Low,36680.84535853341,Mumbai,15,776
CUST001442,62,F,Very High,154596.6807984768,Delhi,48,812
CUST001443,47,F,High,104812.31342071206,Hyderabad,10,722
CUST001444,25,F,Medium,69712.66762309326,Kolkata,25,628
CUST001445,50,M,High,85458.79830929883,Mumbai,28,774
CUST001446,35,M,High,119713.79506982549,Chennai,14,709
CUST001447,37,F,Low,28581.455349100062,Chennai,22,681
CUST001448,53,M,Medium,40704.66028564429,Kolkata,11,661
CUST001449,63,F,Medium,49439.023084778055,Kolkata,1,780
CUST001450,45,F,High,99935.43923466999,Hyderabad,8,828
CUST001451,49,M,Low,22237.19892692645,Mumbai,43,604
CUST001452,70,F,Very High,371037.9184099311,Pune,53,749
CUST001453,48,M,Medium,49695.915050075564,Pune,11,670
CUST001454,84,F,Medium,51104.77998477554,Ahmedabad,18,582
CUST001455,53,F,Medium,75929.54392800589,Hyderabad,1,711
CUST001456,18,M,Low,29342.46185386279,Chennai,9,633
CUST001457,56,M,High,107448.97028784906,Delhi,54,573
CUST001458,50,F,Very High,403354.86341015104,Delhi,33,637
CUST001459,64,F,Medium,76384.55187531648,Bangalore,8,617
CUST001460,55,M,Very High,158762.71768310535,Chennai,10,648
CUST001461,42,F,High,111376.71925887775,Pune,61,593
CUST001462,26,M,Medium,64431.25424311789,Pune,8,668
CUST001463,41,M,High,102299.41686881927,Chennai,14,642
CUST001464,32,M,Medium,70896.30888492966,Hyderabad,39,730
CUST001465,36,M,Medium,78859.08281081096,Bangalore,29,747
CUST001466,53,M,Low,38868.54732500567,Ahmedabad,22,720
CUST001467,70,Other,High,98618.77775659593,Kolkata,82,681
CUST001468,50,M,Low,24526.76556874972,Bangalore,8,679
CUST001469,27,M,High,147024.33717148547,Mumbai,48,633
CUST001470,51,M,High,112103.99412020261,Hyderabad,6,634
CUST001471,62,F,Low,24165.954461693836,Kolkata,34,756
CUST001472,35,F,Medium,68279.87854521672,Kolkata,73,559
CUST001473,42,M,Medium,51376.81295615166,Pune,22,693
CUST001474,45,M,Medium,50689.87900284209,Delhi,46,674
CUST001475,33,M,Medium,75169.9617231114,Mumbai,61,747
CUST001476,54,M,Medium,46499.166135076135,Bangalore,5,585
CUST001477,43,M,Medium,42575.717858649456,Delhi,44,700
CUST001478,51,M,Low,25383.728803433747,Chennai,90,727
CUST001479,31,M,Low,32138.908256764076,Hyderabad,30,547
CUST001480,38,F,Low,22461.75706806541,Ahmedabad,7,614
CUST001481,55,M,High,113011.62705937556,Bangalore,4,692
CUST001482,39,F,Very High,369567.98864886194,Chennai,10,741
CUST001483,70,F,Medium,73949.47970372696,Kolkata,3,714
CUST001484,39,F,Medium,49194.783648090175,Pune,25,744
CUST001485,48,M,Low,36346.92646765579,Bangalore,2,613
CUST001486,58,M,Medium,49396.25044524954,Delhi,9,572
CUST001487,23,M,Low,33535.33082479281,Mumbai,20,706
CUST001488,18,F,Medium,57226.9428592982,Delhi,23,601
CUST001489,22,M,Very High,190138.43483253455,Hyderabad,29,630
CUST001490,63,F,Low,34285.26925643697,Pune,44,774
CUST001491,36,F,High,95243.38329843125,Hyderabad,1,715
CUST001492,83,M,Low,23532.468520491828,Bangalore,3,654
CUST001493,36,F,Medium,54332.91714357532,Delhi,2,644
CUST001494,47,M,Low,33065.80489518967,Mumbai,19,749
CUST001495,68,M,Medium,49359.85915162511,Kolkata,1,716
CUST001496,75,M,Low,23673.230775637716,Hyderabad,49,602
CUST001497,75,M,Medium,40398.14502853457,Mumbai,9,544
CUST001498,63,F,Medium,58865.72388406894,Chennai,100,850
CUST001499,60,M,Medium,57145.82277260731,Bangalore,23,602
CUST001500,53,M,High,96370.74205461633,Mumbai,21,742
CUST001501,56,F,Very High,168778.25740339176,Bangalore,54,820
CUST001502,36,F,Medium,57170.23498383348,Chennai,44,711
CUST001503,32,M,Low,35764.10222143262,Mumbai,33,651
CUST001504,44,F,Medium,68611.28525308709,Pune,98,585
CUST001505,42,F,High,140255.64229021192,Mumbai,19,584
CUST001506,38,M,Medium,40383.307508526224,Kolkata,59,730
CUST001507,55,M,Medium,78656.77267218393,Chennai,17,816
CUST001508,59,M,Low,26828.245052548966,Ahmedabad,65,668
CUST001509,46,F,Medium,79615.9118436786,Pune,10,655
CUST001510,67,F,Medium,50104.77842407099,Pune,12,755
CUST001511,27,F,Very High,315037.7356523857,Delhi,40,645
CUST001512,42,F,High,104774.93736027126,Ahmedabad,8,721
CUST001513,34,M,Low,27115.21429988605,Mumbai,9,703
CUST001514,18,M,Medium,73691.28394992863,Kolkata,13,667
CUST001515,43,M,Low,34928.37879474678,Mumbai,40,698
CUST001516,43,F,Medium,79686.05740920192,Kolkata,79,841
CUST001517,67,F,High,122946.02779022587,Pune,40,748
CUST001518,54,M,Medium,58530.2641757801,Hyderabad,63,787
CUST001519,29,F,Medium,43602.954517875645,Pune,28,626
CUST001520,72,M,Low,39931.22839027713,Delhi,2,787
CUST001521,63,M,High,118607.1457052598,Mumbai,3,751
CUST001522,53,M,Medium,68019.09878760568,Ahmedabad,29,580
CUST001523,41,M,Medium,56269.695487652454,Chennai,14,743
CUST001524,30,M,Low,30954.314163584717,Bangalore,8,658
CUST001525,39,M,Medium,77703.10927571548,Chennai,22,576
CUST001526,61,M,Very High,208246.80327606096,Delhi,39,710
CUST001527,73,M,Medium,51694.90337321018,Hyderabad,17,743
CUST001528,68,F,Medium,46082.389111121294,Hyderabad,58,712
CUST001529,37,M,Medium,71688.63615219099,Hyderabad,48,691
CUST001530,28,Other,High,84343.16822952806,Kolkata,47,673
CUST001531,47,M,Medium,43265.26599405353,Chennai,151,850
CUST001532,18,M,Low,25969.882255747376,Ahmedabad,12,605
CUST001533,49,M,Medium,60567.527236840455,Bangalore,37,769
CUST001534,42,M,High,108439.23603917105,Pune,69,701
CUST001535,38,F,High,83137.1417469565,Pune,31,631
CUST001536,21,M,High,147024.4090509666,Bangalore,56,696
CUST001537,52,F,Medium,78114.78081432334,Pune,19,588
CUST001538,37,F,Low,25587.1264648152,Kolkata,32,652
CUST001539,27,F,Very High,406033.9653440035,Mumbai,2,696
CUST001540,18,F,Medium,63143.01645532895,Kolkata,153,575
CUST001541,44,F,Medium,49499.06780022496,Bangalore,57,740
CUST001542,71,M,High,98352.00862191308,Bangalore,73,622
CUST001543,69,F,Medium,59646.12697241802,Ahmedabad,42,583
CUST001544,38,M,Low,28384.7388299472,Ahmedabad,7,613
CUST001545,35,M,High,100386.0529761885,Mumbai,1,850
CUST001546,52,M,High,136525.81174136043,Chennai,71,541
CUST001547,30,F,Medium,59258.51670549539,Chennai,18,734
CUST001548,49,F,Medium,66193.92249556512,Delhi,11,639
CUST001549,56,M,Low,23785.47000335751,Ahmedabad,29,671
CUST001550,63,F,Low,30670.153250329735,Chennai,19,748
CUST001551,43,M,Medium,52719.04197786486,Hyderabad,37,744
CUST001552,41,M,Medium,61056.54441579513,Ahmedabad,23,645
CUST001553,31,M,Very High,423289.04169382487,Ahmedabad,43,591
CUST001554,32,M,High,133823.92470638832,Hyderabad,69,749
CUST001555,41,M,High,104795.44746239932,Ahmedabad,7,744
CUST001556,50,F,Medium,67771.08468318556,Ahmedabad,14,677
CUST001557,58,F,Low,38825.79900788554,Delhi,20,735
CUST001558,32,M,Very High,368984.26547371724,Bangalore,117,664
CUST001559,67,F,Medium,45936.40493530549,Ahmedabad,16,633
CUST001560,40,F,Low,33594.1725855819,Delhi,17,700
CUST001561,44,F,Medium,44196.17545397245,Mumbai,38,741
CUST001562,33,F,High,141047.7286155119,Delhi,19,724
CUST001563,18,M,High,116166.23470613582,Delhi,108,740
CUST001564,58,F,Low,27702.81472623159,Kolkata,80,639
CUST001565,56,F,High,83990.46162547846,Hyderabad,25,826
CUST001566,40,M,Medium,55231.349383684385,Mumbai,37,672
CUST001567,46,M,Low,38064.13335831578,Kolkata,2,690
CUST001568,52,F,High,81468.80974004122,Mumbai,42,594
CUST001569,21,M,High,113225.37104472634,Delhi,44,684
CUST001570,37,Other,Medium,77246.32364442489,Ahmedabad,16,742
CUST001571,56,M,Medium,55793.639990600845,Kolkata,8,761
CUST001572,26,F,High,109972.29812235053,Kolkata,88,824
CUST001573,49,M,High,120499.2038639384,Mumbai,20,741
CUST001574,24,F,High,112405.61335040284,Mumbai,38,722
CUST001575,51,F,Medium,46744.067649502096,Chennai,1,664
CUST001576,44,M,Very High,156494.43867445114,Pune,19,647
CUST001577,20,F,Very High,363434.0802925456,Mumbai,61,777
CUST001578,62,M,Low,38416.13174015624,Kolkata,17,776
CUST001579,33,M,High,87445.48931190159,Bangalore,33,613
CUST001580,32,M,Medium,48438.108770110135,Mumbai,8,757
CUST001581,48,F,Medium,54809.17943299894,Hyderabad,19,752
CUST001582,62,M,Medium,72349.68916084479,Chennai,94,610
CUST001583,29,M,Low,25385.20632941955,Hyderabad,30,743
CUST001584,45,M,Medium,75282.17617115073,Pune,83,616
CUST001585,51,F,High,83847.05122550465,Hyderabad,83,505
CUST001586,55,F,Low,38819.1324251787,Bangalore,103,687
CUST001587,47,M,Medium,62429.8831149506,Ahmedabad,81,720
CUST001588,39,M,Very High,380572.1874706966,Chennai,1,690
CUST001589,32,F,Medium,54707.58090145412,Pune,97,850
CUST001590,46,M,Medium,71279.77142044241,Delhi,5,730
CUST001591,28,F,Medium,46662.65000337624,Kolkata,1,711
CUST001592,18,F,Medium,41956.47301113948,Kolkata,2,734
CUST001593,51,F,Medium,55820.67772430229,Mumbai,15,664
CUST001594,58,M,High,139758.69997867275,Kolkata,34,774
CUST001595,18,F,Medium,70197.07346550778,Bangalore,18,728
CUST001596,29,F,High,116200.91793422707,Kolkata,1,725
CUST001597,54,F,Medium,62885.509886614134,Bangalore,23,650
CUST001598,75,M,Medium,45195.71305195022,Delhi,21,574
CUST001599,45,M,High,138847.70560323074,Ahmedabad,50,659
CUST001600,34,M,High,135087.17780749378,Bangalore,11,722
CUST001601,42,F,Medium,66258.81575547771,Delhi,8,664
CUST001602,65,F,Low,29323.82072657877,Delhi,10,723
CUST001603,35,M,Low,39289.18536559025,Delhi,13,681
CUST001604,33,M,Medium,75161.27887505884,Bangalore,32,734
CUST001605,37,M,Medium,65777.21974058474,Pune,22,621
CUST001606,30,F,High,106026.06984021016,Delhi,14,715
CUST001607,46,F,Low,32360.445573630248,Ahmedabad,16,648
CUST001608,69,M,High,120280.86485714657,Pune,16,576
CUST001609,49,M,Medium,55769.67951339665,Bangalore,129,686
CUST001610,41,M,Medium,52266.95886752305,Ahmedabad,9,822
CUST001611,40,F,Medium,56280.43168949289,Chennai,61,583
CUST001612,21,F,Low,31478.228120667954,Ahmedabad,44,709
CUST001613,58,F,High,109969.43912977661,Delhi,1,763
CUST001614,43,M,Low,25271.489764027676,Bangalore,179,850
CUST001615,42,F,Medium,70438.53271043235,Bangalore,50,660
CUST001616,85,M,High,117202.72471701891,Pune,41,649
CUST001617,49,F,Medium,42707.006529024,Bangalore,18,606
CUST001618,33,M,Medium,54732.66022504502,Mumbai,29,791
CUST001619,38,F,Medium,75396.53828847974,Pune,10,630
CUST001620,62,F,High,132866.55718399663,Pune,1,670
CUST001621,46,F,Very High,263136.3743804025,Mumbai,65,552
CUST001622,23,F,High,145672.8206431156,Delhi,81,770
CUST001623,58,M,Medium,43064.116334328406,Kolkata,6,792
CUST001624,34,M,Very High,486432.1463622661,Chennai,55,767
CUST001625,73,F,Low,24914.101849693514,Kolkata,48,571
CUST001626,61,M,Low,20181.883606048385,Delhi,7,748
CUST001627,38,M,High,110366.56255628288,Hyderabad,19,566
CUST001628,64,M,Low,27179.408593740172,Hyderabad,19,704
CUST001629,46,F,Low,30781.780104135876,Ahmedabad,51,716
CUST001630,57,M,Low,35935.457211396904,Chennai,65,724
CUST001631,52,M,Medium,73697.23208601787,Pune,3,742
CUST001632,32,M,High,108086.09997281843,Chennai,29,699
CUST001633,35,M,Medium,57193.82974825401,Chennai,51,543
CUST001634,60,F,Low,22963.554606589474,Mumbai,55,742
CUST001635,39,Other,Medium,41901.90435524654,Mumbai,5,707
CUST001636,38,F,Very High,374425.2465822586,Hyderabad,26,627
CUST001637,30,M,High,84510.63378868846,Chennai,70,574
CUST001638,51,F,Medium,69353.20477685824,Ahmedabad,13,823
CUST001639,75,F,Very High,338681.5507577866,Bangalore,19,798
CUST001640,28,M,High,93900.80847582583,Kolkata,58,756
CUST001641,45,F,Low,30790.458870252995,Hyderabad,3,645
CUST001642,66,F,Low,23659.954332041976,Chennai,70,498
CUST001643,43,F,Low,28774.74415020824,Bangalore,13,761
CUST001644,51,F,High,135969.22213695603,Chennai,1,729
CUST001645,29,M,Low,29238.385868212747,Pune,9,670
CUST001646,51,M,Medium,45947.97273190193,Delhi,3,789
CUST001647,42,F,Low,34476.5736364589,Bangalore,3,767
CUST001648,59,M,Very High,215368.94569450308,Pune,42,714
CUST001649,62,M,Medium,69541.99497480437,Kolkata,8,702
CUST001650,83,F,Very High,317773.3012255416,Delhi,98,704
CUST001651,53,F,Very High,308809.61568300554,Pune,26,754
CUST001652,49,M,Low,37028.70075714949,Mumbai,22,631
CUST001653,47,F,Medium,68344.14097362675,Hyderabad,20,734
CUST001654,39,F,Low,20658.215939098784,Chennai,42,626
CUST001655,50,F,Very High,253661.01011056083,Hyderabad,21,806
CUST001656,40,M,Medium,74836.82643399594,Kolkata,4,742
CUST001657,47,M,Low,20366.52337090397,Chennai,76,644
CUST001658,64,M,Low,30905.068925239408,Delhi,20,706
CUST001659,29,M,Medium,69113.02676695776,Bangalore,2,631
CUST001660,62,M,Very High,367649.62991960155,Bangalore,27,820
CUST001661,64,M,High,133237.25414731054,Chennai,37,829
CUST001662,43,M,High,130798.4294240322,Delhi,11,755
CUST001663,18,F,Medium,67681.22780612453,Chennai,58,824
CUST001664,35,M,Low,36430.79721851304,Chennai,39,712
CUST001665,64,F,Very High,375991.73395733844,Ahmedabad,37,761
CUST001666,44,F,Low,28048.36988513964,Pune,19,797
CUST001667,30,M,Very High,315168.18847010564,Chennai,117,699
