timestamp,cpu_utilization,memory_usage,db_connection_pool_usage,network_throughput_mbps,application_error_rate,neft_success_rate,imps_success_rate,rtgs_success_rate,avg_transaction_processing_time_ms,auth_success_rate,transaction_volume_per_hour,service_uptime
2025-10-21 02:58:00,42.7,35.51,24.92,174.08,3,98.15,99.3,99.71,132.71,99.27,3718,100.0
2025-10-21 02:59:00,37.33,34.63,22.78,187.73,0,97.29,99.26,99.89,100.0,98.75,3268,100.0
2025-10-21 03:00:00,42.09,34.39,38.67,169.5,4,96.89,98.81,99.98,125.25,99.28,3899,100.0
2025-10-21 03:01:00,40.52,35.73,36.26,236.17,2,96.71,99.88,99.32,117.28,99.22,4581,100.0
2025-10-21 03:02:00,44.15,34.13,34.7,228.07,3,97.25,99.36,99.3,151.05,98.96,4195,100.0
2025-10-21 03:03:00,39.76,34.42,26.16,160.75,2,96.26,98.91,99.74,100.0,98.77,3464,100.0
2025-10-21 03:04:00,37.15,36.34,32.85,151.25,3,98.9,99.46,99.22,100.0,98.99,4357,100.0
2025-10-21 03:05:00,35.95,34.17,33.22,179.38,2,97.95,98.01,99.65,100.0,98.84,3188,100.0
2025-10-21 03:06:00,43.66,35.08,22.15,160.43,0,98.36,98.37,99.5,131.44,99.3,3640,100.0
2025-10-21 03:07:00,38.88,36.8,29.97,225.83,3,98.65,99.81,99.18,100.0,99.41,3645,100.0
2025-10-21 03:08:00,35.61,38.19,26.92,151.61,1,99.91,98.22,99.46,100.0,99.25,3236,100.0
2025-10-21 03:09:00,38.3,34.86,33.95,241.83,1,98.25,99.6,99.13,100.0,98.69,4492,100.0
2025-10-21 03:10:00,38.52,35.76,42.34,179.19,2,97.87,99.9,99.42,100.0,98.76,4141,100.0
2025-10-21 03:11:00,45.76,40.26,34.03,225.56,0,97.01,98.56,99.09,148.75,98.82,4937,100.0
2025-10-21 03:12:00,44.08,33.32,30.72,210.69,0,98.87,98.2,99.14,127.16,99.43,4366,100.0
2025-10-21 03:13:00,43.38,37.71,29.69,221.24,1,98.76,98.26,99.19,146.56,99.16,4261,100.0
2025-10-21 03:14:00,40.09,36.08,30.39,237.87,4,96.22,99.15,99.9,112.11,99.29,3319,100.0
2025-10-21 03:15:00,37.16,33.33,26.89,200.81,2,97.15,98.19,99.89,100.0,98.5,4653,100.0
2025-10-21 03:16:00,33.63,31.99,32.72,144.61,2,96.62,99.08,99.08,100.0,99.08,3172,100.0
2025-10-21 03:17:00,43.87,36.57,40.82,243.59,1,96.48,99.98,99.49,128.23,99.27,3528,100.0
2025-10-21 03:18:00,43.6,35.21,30.79,195.09,1,97.81,99.02,99.53,148.76,99.02,3461,100.0
2025-10-21 03:19:00,42.14,38.16,28.9,217.07,1,99.64,99.82,99.58,129.49,99.35,4917,100.0
2025-10-21 03:20:00,42.0,35.57,33.3,243.3,2,98.11,98.21,99.2,136.04,99.0,4517,100.0
2025-10-21 03:21:00,35.18,35.15,35.02,161.0,1,98.61,99.94,99.83,100.0,99.35,4710,100.0
2025-10-21 03:22:00,39.69,38.38,26.27,158.75,1,99.91,99.46,99.33,104.78,99.32,3490,100.0
2025-10-21 03:23:00,45.35,39.81,29.63,167.4,1,96.26,99.45,99.38,168.88,98.75,3906,100.0
2025-10-21 03:24:00,41.12,35.9,40.22,185.4,0,97.78,99.57,99.03,114.65,99.09,4857,100.0
2025-10-21 03:25:00,38.19,34.91,31.13,187.3,5,99.94,98.43,99.71,100.0,99.32,3953,100.0
2025-10-21 03:26:00,36.55,34.89,42.36,223.69,2,97.48,99.0,99.21,100.0,99.01,4171,100.0
2025-10-21 03:27:00,38.13,37.08,40.74,200.99,2,96.38,98.95,99.59,100.0,98.83,4281,100.0
2025-10-21 03:28:00,36.25,34.55,26.85,250.39,0,98.56,99.74,99.67,100.0,99.46,4787,100.0
2025-10-21 03:29:00,39.24,36.36,41.25,247.76,2,97.49,98.33,99.21,100.0,99.01,3462,100.0
2025-10-21 03:30:00,43.18,36.85,28.06,232.91,3,98.72,98.59,99.27,134.74,99.48,3906,100.0
2025-10-21 03:31:00,43.08,37.51,25.78,183.69,2,99.97,99.51,99.44,135.5,98.59,3990,100.0
2025-10-21 03:32:00,42.37,35.34,23.7,202.54,1,96.38,98.41,99.35,125.36,98.79,3552,100.0
2025-10-21 03:33:00,41.63,32.32,29.84,234.96,3,98.58,99.26,99.11,114.78,99.42,3410,100.0
2025-10-21 03:34:00,41.01,36.37,35.08,176.04,0,97.4,99.36,99.7,128.67,98.95,4264,100.0
2025-10-21 03:35:00,38.29,32.33,29.12,193.98,4,96.77,98.28,99.45,100.0,98.95,4976,100.0
2025-10-21 03:36:00,37.34,36.7,28.88,245.18,1,98.35,99.03,99.83,100.0,98.88,4584,100.0
2025-10-21 03:37:00,41.04,35.98,23.35,229.12,4,96.06,99.31,99.49,121.65,99.19,4975,100.0
2025-10-21 03:38:00,35.13,33.81,36.72,140.54,4,97.11,98.1,99.48,100.0,99.22,3743,100.0
2025-10-21 03:39:00,37.38,36.56,41.86,221.45,4,99.44,98.6,99.94,100.0,99.43,4927,100.0
2025-10-21 03:40:00,40.05,36.42,36.05,247.63,2,96.39,99.29,99.18,100.0,99.39,3653,100.0
2025-10-21 03:41:00,40.65,35.37,23.46,186.2,2,97.52,99.57,99.76,118.41,99.45,4591,100.0
2025-10-21 03:42:00,41.31,35.58,29.28,178.48,1,96.25,99.78,99.93,116.52,99.34,3367,100.0
2025-10-21 03:43:00,43.67,35.78,22.99,162.38,1,97.24,98.12,99.24,127.29,99.49,3471,100.0
2025-10-21 03:44:00,44.37,35.9,40.29,187.89,1,98.44,98.73,99.67,133.17,99.2,3694,100.0
2025-10-21 03:45:00,38.48,35.53,34.64,168.46,4,97.81,98.32,99.53,100.0,98.93,3817,100.0
2025-10-21 03:46:00,42.36,34.31,30.02,222.94,2,97.22,99.19,99.33,132.62,99.08,3291,100.0
2025-10-21 03:47:00,38.72,34.79,30.42,204.67,2,99.79,98.69,99.3,100.0,99.31,3756,100.0
2025-10-21 03:48:00,43.18,33.59,39.06,229.99,4,97.84,98.09,99.29,135.24,98.81,4370,100.0
2025-10-21 03:49:00,43.55,35.77,40.33,159.62,3,97.22,99.62,99.83,128.66,99.09,3277,100.0
2025-10-21 03:50:00,36.63,38.72,38.53,247.44,1,96.07,99.45,99.64,100.0,99.29,3598,100.0
2025-10-21 03:51:00,36.35,35.53,23.82,176.31,3,98.9,99.14,99.34,100.0,99.18,4238,100.0
2025-10-21 03:52:00,40.38,39.36,26.78,246.05,1,98.4,98.75,99.82,101.01,99.17,3616,100.0
2025-10-21 03:53:00,38.08,36.07,35.12,220.64,4,96.25,98.62,99.14,100.0,99.02,4150,100.0
2025-10-21 03:54:00,35.55,35.35,31.84,166.62,2,97.58,99.78,99.52,100.0,98.75,3486,100.0
2025-10-21 03:55:00,35.19,37.3,22.93,175.19,0,99.13,98.08,99.31,100.0,98.91,3564,100.0
2025-10-21 03:56:00,45.6,35.74,23.65,157.97,7,97.23,99.01,99.5,160.44,96.69,4311,100.0
2025-10-21 03:57:00,38.91,36.23,26.14,190.18,2,96.9,98.08,99.68,100.0,99.49,4067,100.0
2025-10-21 03:58:00,38.71,38.64,29.12,253.62,2,97.39,99.47,99.66,100.0,98.86,3526,100.0
2025-10-21 03:59:00,39.85,34.11,26.9,164.33,1,99.85,98.31,99.91,100.0,98.88,3462,100.0
2025-10-21 04:00:00,41.1,34.4,41.79,255.15,2,97.29,98.15,99.46,123.72,98.52,4164,100.0
2025-10-21 04:01:00,44.85,35.09,26.71,232.43,1,97.51,98.79,99.87,153.23,98.91,4068,100.0
2025-10-21 04:02:00,35.25,36.75,23.3,154.58,3,99.99,99.06,99.38,100.0,98.69,4024,100.0
2025-10-21 04:03:00,38.29,33.8,24.11,175.61,1,96.61,99.9,99.54,100.0,99.19,3123,100.0
2025-10-21 04:04:00,42.39,38.05,24.64,227.07,1,99.77,99.01,99.97,107.45,98.98,3124,100.0
2025-10-21 04:05:00,42.14,34.1,26.35,180.08,1,99.39,98.26,99.04,117.22,99.48,3220,100.0
2025-10-21 04:06:00,38.38,37.5,26.26,197.31,1,99.08,99.52,99.52,100.97,98.76,3480,100.0
2025-10-21 04:07:00,40.72,36.42,22.52,208.71,3,96.01,99.27,99.75,100.0,98.96,4931,100.0
2025-10-21 04:08:00,36.12,35.61,40.0,205.9,2,98.39,98.32,99.63,100.0,98.52,4079,100.0
2025-10-21 04:09:00,44.17,34.56,40.59,156.0,1,97.09,99.14,99.59,152.69,99.12,4187,100.0
2025-10-21 04:10:00,37.15,33.9,29.9,220.78,0,96.52,98.21,99.59,100.0,98.67,4185,100.0
2025-10-21 04:11:00,43.47,35.64,34.42,164.1,5,98.17,98.17,99.9,146.29,99.47,4216,100.0
2025-10-21 04:12:00,41.06,37.46,36.9,254.25,4,98.56,98.89,99.08,105.67,99.49,3097,100.0
2025-10-21 04:13:00,44.53,39.97,37.54,219.78,2,99.85,98.86,99.67,146.53,98.55,4905,100.0
2025-10-21 04:14:00,44.35,37.08,30.98,208.83,0,98.24,98.15,99.54,145.66,99.37,4450,100.0
2025-10-21 04:15:00,37.88,38.62,33.85,212.56,2,99.1,99.88,99.3,100.0,98.99,3327,100.0
2025-10-21 04:16:00,39.1,34.09,27.23,196.12,1,97.57,99.92,99.76,100.0,99.45,4291,100.0
2025-10-21 04:17:00,40.68,36.65,31.34,178.93,2,99.05,98.72,99.72,109.93,99.46,3770,100.0
2025-10-21 04:18:00,37.25,39.75,25.54,213.34,2,99.64,98.92,99.99,100.0,98.66,3380,100.0
2025-10-21 04:19:00,43.41,34.24,32.86,171.07,3,97.01,98.74,99.07,137.48,99.11,3124,100.0
2025-10-21 04:20:00,36.81,35.2,27.39,183.98,1,98.48,99.01,99.31,100.0,99.05,3954,100.0
2025-10-21 04:21:00,39.94,36.51,39.71,204.23,1,98.12,98.43,99.09,100.63,99.25,3824,100.0
2025-10-21 04:22:00,39.25,34.65,29.53,184.35,1,96.37,99.32,99.55,100.0,98.65,3822,100.0
2025-10-21 04:23:00,44.97,39.89,38.12,166.35,2,96.78,99.55,99.65,154.16,99.17,3473,100.0
2025-10-21 04:24:00,43.42,39.3,29.8,237.33,2,99.79,98.36,99.68,137.31,98.67,3132,100.0
2025-10-21 04:25:00,42.14,33.3,24.87,243.57,2,98.14,99.69,99.73,134.63,98.71,4280,100.0
2025-10-21 04:26:00,39.96,34.14,37.44,248.79,2,96.06,99.39,99.23,113.97,98.97,4061,100.0
2025-10-21 04:27:00,42.81,37.88,35.13,245.21,5,97.09,98.01,99.14,125.69,98.65,4803,100.0
2025-10-21 04:28:00,43.75,39.21,42.67,251.21,1,99.03,98.6,99.81,138.83,99.29,3551,100.0
2025-10-21 04:29:00,39.52,35.96,40.3,173.84,5,96.76,99.73,99.73,100.0,99.12,3895,100.0
2025-10-21 04:30:00,37.93,33.66,31.45,209.58,0,97.61,98.52,99.03,100.0,98.64,3365,100.0
2025-10-21 04:31:00,41.81,34.72,23.72,153.91,2,96.64,98.81,99.56,100.0,99.13,3790,100.0
2025-10-21 04:32:00,39.29,36.83,30.61,224.4,1,98.57,99.37,99.37,107.9,99.34,3350,100.0
2025-10-21 04:33:00,45.47,36.72,37.91,238.56,3,97.03,98.72,99.86,172.28,98.72,4727,100.0
2025-10-21 04:34:00,37.8,39.25,35.3,222.13,2,99.46,99.91,99.13,100.0,99.3,4732,100.0
2025-10-21 04:35:00,40.17,34.69,34.38,177.21,1,96.86,98.97,99.96,115.26,99.44,4612,100.0
2025-10-21 04:36:00,45.34,39.51,36.77,176.68,0,96.59,99.93,99.46,167.57,98.97,4321,100.0
2025-10-21 04:37:00,34.73,34.11,30.21,210.48,1,97.46,99.63,99.1,100.0,98.79,4590,100.0
2025-10-21 04:38:00,46.03,34.39,23.91,235.44,2,96.17,98.38,99.42,173.63,98.98,4172,100.0
2025-10-21 04:39:00,42.74,34.11,35.02,231.19,1,99.92,99.97,99.22,110.07,98.77,3795,100.0
2025-10-21 04:40:00,46.06,36.53,41.06,169.67,0,98.02,98.12,99.39,176.46,98.74,4411,100.0
2025-10-21 04:41:00,37.0,32.5,32.11,228.36,4,98.93,99.0,99.75,100.0,98.63,4139,100.0
2025-10-21 04:42:00,47.09,40.84,34.37,212.06,4,98.13,99.25,99.64,174.27,98.68,3067,100.0
2025-10-21 04:43:00,36.93,34.48,21.79,224.26,2,96.23,98.96,99.19,100.0,98.51,3825,100.0
2025-10-21 04:44:00,35.75,34.68,31.78,167.6,3,96.64,98.55,99.59,100.0,99.34,4433,100.0
2025-10-21 04:45:00,36.68,37.26,24.94,178.89,1,98.47,99.13,99.18,100.0,98.92,3194,100.0
2025-10-21 04:46:00,45.01,36.59,41.2,195.5,3,99.46,98.06,99.44,150.51,99.11,3552,100.0
2025-10-21 04:47:00,38.29,35.17,34.76,222.45,4,96.78,98.63,99.45,100.0,99.28,4702,100.0
2025-10-21 04:48:00,38.47,34.13,36.32,167.49,3,99.13,100.0,99.85,100.0,99.16,3843,100.0
2025-10-21 04:49:00,40.75,36.18,33.07,221.85,1,98.24,98.53,99.38,100.0,98.88,4617,100.0
2025-10-21 04:50:00,39.45,34.56,31.3,189.21,1,98.73,99.7,99.96,100.0,99.03,3087,100.0
2025-10-21 04:51:00,40.01,33.77,38.78,161.5,4,96.96,98.26,99.76,107.77,99.11,3081,100.0
2025-10-21 04:52:00,45.32,37.03,28.76,191.56,1,98.83,98.4,99.16,136.29,99.41,3466,100.0
2025-10-21 04:53:00,39.7,35.63,31.54,227.72,2,97.41,99.96,99.3,100.0,99.02,3301,100.0
2025-10-21 04:54:00,42.39,35.81,35.6,204.14,3,97.07,98.88,99.45,134.84,98.87,3325,100.0
2025-10-21 04:55:00,37.37,34.18,36.49,196.3,6,99.74,99.66,99.99,100.0,97.28,4085,100.0
2025-10-21 04:56:00,43.16,32.75,33.05,183.33,4,97.9,98.82,99.35,115.68,99.04,3603,100.0
2025-10-21 04:57:00,40.31,33.94,29.32,148.74,2,98.16,99.74,99.77,111.13,98.64,4315,100.0
2025-10-21 04:58:00,44.33,34.97,27.25,238.98,1,97.41,99.72,99.03,123.45,98.78,4828,100.0
2025-10-21 04:59:00,45.5,37.23,34.55,190.64,2,97.95,99.27,99.1,155.81,99.08,4484,100.0
2025-10-21 05:00:00,39.92,38.32,25.58,244.72,2,97.2,98.12,99.37,118.46,98.61,4124,100.0
2025-10-21 05:01:00,34.07,36.53,24.95,157.99,2,96.92,98.02,99.97,100.0,99.22,4302,100.0
2025-10-21 05:02:00,36.6,35.62,33.66,207.32,0,96.14,99.6,99.73,100.0,98.63,4785,100.0
2025-10-21 05:03:00,41.62,38.17,26.01,193.43,2,96.51,98.14,99.69,115.98,99.12,4758,100.0
2025-10-21 05:04:00,44.58,35.54,23.98,247.93,0,98.2,98.62,99.5,148.11,98.74,4113,100.0
2025-10-21 05:05:00,44.24,35.86,31.34,185.2,3,96.29,98.24,99.16,143.69,99.47,3714,100.0
2025-10-21 05:06:00,38.72,36.94,41.41,210.2,1,98.51,98.91,99.89,100.0,99.18,3456,100.0
2025-10-21 05:07:00,35.67,33.81,26.16,165.76,0,99.35,98.13,99.89,100.0,98.57,4126,100.0
2025-10-21 05:08:00,36.89,31.83,31.4,180.96,3,99.39,99.84,99.54,100.0,99.42,3378,100.0
2025-10-21 05:09:00,36.56,35.77,37.61,247.7,2,96.24,99.21,99.97,100.0,98.55,3442,100.0
2025-10-21 05:10:00,34.68,37.86,31.55,213.29,0,96.22,99.17,99.89,100.0,99.38,4621,100.0
2025-10-21 05:11:00,34.56,33.31,33.96,188.36,1,97.78,99.82,99.1,100.0,99.04,4396,100.0
2025-10-21 05:12:00,43.51,36.75,26.84,197.84,5,96.29,98.31,99.05,131.09,98.84,4274,100.0
2025-10-21 05:13:00,40.52,36.7,31.6,178.59,1,99.76,98.62,99.51,100.0,98.57,3859,100.0
2025-10-21 05:14:00,39.75,34.01,28.9,236.26,2,96.77,99.91,99.2,109.79,98.87,4971,100.0
2025-10-21 05:15:00,39.6,35.8,35.67,250.75,6,98.48,99.07,99.56,111.61,96.86,3416,100.0
2025-10-21 05:16:00,38.55,37.34,32.91,228.36,2,96.13,99.27,99.95,100.0,99.08,4830,100.0
2025-10-21 05:17:00,34.88,36.62,31.28,183.62,1,99.01,98.01,99.31,100.0,98.88,3614,100.0
2025-10-21 05:18:00,43.91,38.57,30.25,178.67,0,97.92,99.89,99.56,145.76,98.61,3287,100.0
2025-10-21 05:19:00,40.72,39.51,30.29,243.12,0,98.47,99.2,99.86,100.0,98.69,3439,100.0
2025-10-21 05:20:00,40.33,38.09,41.02,204.06,4,97.66,99.36,99.4,100.0,99.22,4648,100.0
2025-10-21 05:21:00,41.75,33.97,40.59,149.81,1,96.19,98.81,99.62,132.76,99.49,4616,100.0
2025-10-21 05:22:00,45.2,37.12,39.47,207.09,3,97.43,99.14,99.91,171.07,98.73,3385,100.0
2025-10-21 05:23:00,41.52,35.3,22.24,183.45,4,96.88,99.05,99.01,114.22,98.84,4349,100.0
2025-10-21 05:24:00,33.76,33.53,33.36,150.69,0,98.59,99.51,99.32,100.0,99.45,4891,100.0
2025-10-21 05:25:00,39.6,39.0,35.4,255.15,4,97.04,98.24,99.43,113.7,99.0,4270,100.0
2025-10-21 05:26:00,37.95,36.53,40.48,162.03,1,96.97,98.75,99.54,100.0,98.73,4555,100.0
2025-10-21 05:27:00,44.95,35.18,36.08,177.42,3,98.39,99.06,99.29,139.99,99.08,4412,100.0
2025-10-21 05:28:00,36.77,33.89,34.53,181.43,2,97.88,99.93,99.35,100.0,98.76,4017,100.0
2025-10-21 05:29:00,40.05,34.62,30.96,175.54,0,96.86,99.4,99.77,100.0,98.91,3074,100.0
2025-10-21 05:30:00,41.81,34.8,27.9,235.43,1,98.66,99.12,99.46,134.09,98.72,4482,100.0
2025-10-21 05:31:00,35.88,36.16,38.71,192.26,2,98.82,99.84,99.58,100.0,98.63,3519,100.0
2025-10-21 05:32:00,35.73,34.36,30.83,197.55,2,96.32,98.12,99.42,100.0,99.25,3446,100.0
2025-10-21 05:33:00,43.43,35.2,29.96,223.25,5,99.35,98.52,99.29,141.42,98.71,3458,100.0
2025-10-21 05:34:00,44.97,37.86,39.64,209.76,0,96.4,99.11,99.33,138.56,98.97,4332,100.0
2025-10-21 05:35:00,37.67,36.93,35.6,217.61,4,99.16,98.83,99.59,100.0,99.49,4600,100.0
2025-10-21 05:36:00,37.26,33.48,39.69,191.62,2,98.61,98.97,99.7,100.0,98.7,3658,100.0
2025-10-21 05:37:00,40.12,39.34,30.06,191.88,4,98.58,98.12,99.7,109.52,98.86,3439,100.0
2025-10-21 05:38:00,41.39,33.09,30.14,231.01,2,97.67,99.86,99.57,130.01,99.4,4888,100.0
2025-10-21 05:39:00,44.77,33.63,41.49,167.82,0,96.22,98.7,99.62,143.77,98.53,3952,100.0
2025-10-21 05:40:00,39.36,35.48,28.68,188.19,2,97.5,98.74,99.97,100.0,99.32,4416,100.0
2025-10-21 05:41:00,34.7,38.7,36.78,216.48,2,96.14,99.67,99.9,100.0,99.29,4482,100.0
2025-10-21 05:42:00,38.92,37.33,38.45,157.96,3,98.1,99.72,99.32,100.0,99.3,3178,100.0
2025-10-21 05:43:00,42.35,33.93,20.78,167.17,0,96.37,99.39,99.21,140.86,99.02,3920,100.0
2025-10-21 05:44:00,41.32,35.12,41.4,201.81,0,98.12,99.29,99.28,125.19,99.17,4300,100.0
2025-10-21 05:45:00,38.6,38.31,26.87,204.71,2,96.18,99.62,99.43,100.0,99.11,4403,100.0
2025-10-21 05:46:00,44.04,36.13,29.26,227.41,1,96.83,98.79,99.86,122.81,98.72,4786,100.0
2025-10-21 05:47:00,35.7,36.39,25.75,207.99,1,98.33,99.37,99.68,100.0,99.0,4038,100.0
2025-10-21 05:48:00,42.97,37.59,26.54,178.16,3,97.01,98.22,99.9,145.4,98.61,4594,100.0
2025-10-21 05:49:00,40.48,35.7,37.79,216.5,1,97.27,98.64,99.33,104.89,98.78,3888,100.0
2025-10-21 05:50:00,42.4,37.95,27.58,189.4,0,96.43,98.53,99.07,128.15,99.5,3201,100.0
2025-10-21 05:51:00,42.44,33.14,34.63,210.47,1,97.26,98.18,99.41,140.89,99.28,4445,100.0
2025-10-21 05:52:00,40.51,34.66,39.77,183.06,0,96.5,99.22,99.61,100.0,99.23,4547,100.0
2025-10-21 05:53:00,44.29,36.58,37.68,225.75,1,97.91,98.04,99.3,141.88,98.61,3252,100.0
2025-10-21 05:54:00,45.06,37.57,33.22,197.04,1,99.17,98.93,99.79,158.76,98.69,4020,100.0
2025-10-21 05:55:00,39.17,35.34,32.58,246.84,2,96.56,98.17,99.26,100.0,99.14,4001,100.0
2025-10-21 05:56:00,40.05,35.89,37.93,160.46,5,96.67,98.65,99.1,113.08,98.8,4951,100.0
2025-10-21 05:57:00,41.81,33.88,31.3,195.6,2,98.75,98.97,99.79,130.69,98.73,3096,100.0
2025-10-21 05:58:00,34.92,33.49,26.92,184.17,2,97.49,99.71,99.5,100.0,99.0,3551,100.0
2025-10-21 05:59:00,36.57,36.89,32.36,208.58,2,99.21,99.07,99.39,100.0,99.11,3299,100.0
2025-10-21 06:00:00,36.72,32.21,23.41,157.25,2,97.66,98.62,99.79,100.0,98.7,3421,100.0
2025-10-21 06:01:00,44.03,35.75,23.88,172.73,1,99.19,98.99,99.63,133.57,99.05,3515,100.0
2025-10-21 06:02:00,37.55,37.49,40.09,167.29,1,97.4,99.22,99.56,100.0,99.3,4946,100.0
2025-10-21 06:03:00,35.49,37.38,31.81,236.98,2,99.53,99.35,99.37,100.0,99.32,4206,100.0
2025-10-21 06:04:00,42.45,34.42,22.97,237.04,1,96.82,99.79,99.22,129.94,99.38,3069,100.0
2025-10-21 06:05:00,41.25,33.94,33.13,177.07,2,99.79,98.03,99.82,100.0,98.89,4644,100.0
2025-10-21 06:06:00,40.37,35.49,35.64,186.1,2,96.8,99.62,99.81,103.6,99.03,4392,100.0
2025-10-21 06:07:00,39.78,35.27,41.58,163.19,4,97.09,99.7,99.39,106.16,98.65,4511,100.0
2025-10-21 06:08:00,38.25,35.91,20.54,205.28,1,99.01,98.61,99.28,100.0,99.18,4857,100.0
2025-10-21 06:09:00,36.77,35.65,23.7,227.65,2,99.38,99.07,99.94,100.0,99.01,4532,100.0
2025-10-21 06:10:00,44.41,34.55,26.67,196.99,3,98.14,98.79,99.91,158.13,98.95,3000,100.0
2025-10-21 06:11:00,44.08,33.8,26.96,165.57,2,99.82,98.46,99.49,159.85,99.33,4457,100.0
2025-10-21 06:12:00,39.05,36.62,34.76,213.83,2,97.83,99.33,99.3,100.0,98.62,3837,100.0
2025-10-21 06:13:00,44.2,34.21,31.96,220.99,0,99.6,98.77,99.87,123.57,98.65,3645,100.0
2025-10-21 06:14:00,36.07,37.56,25.58,237.1,2,98.54,98.31,99.19,100.0,99.49,4782,100.0
2025-10-21 06:15:00,40.51,35.91,41.54,202.62,2,96.39,99.27,99.1,100.0,98.92,4095,100.0
2025-10-21 06:16:00,40.12,36.65,30.69,169.82,2,97.62,98.87,99.98,115.2,99.23,4777,100.0
2025-10-21 06:17:00,42.03,38.18,22.77,194.0,2,97.36,98.64,99.26,114.05,99.01,4709,100.0
2025-10-21 06:18:00,44.54,36.03,29.63,159.3,1,98.96,98.76,99.95,142.21,99.32,3565,100.0
2025-10-21 06:19:00,38.5,36.96,42.47,204.31,4,96.77,99.93,99.96,100.0,98.8,3490,100.0
2025-10-21 06:20:00,38.77,37.68,23.39,183.32,4,96.81,98.98,99.37,100.0,99.28,3029,100.0
2025-10-21 06:21:00,42.6,33.75,24.26,195.82,1,98.22,99.36,99.23,126.53,99.41,4024,100.0
2025-10-21 06:22:00,41.31,33.45,24.2,167.63,1,97.82,98.74,99.89,117.61,99.38,4054,100.0
2025-10-21 06:23:00,34.85,34.99,37.39,164.17,0,97.32,98.78,99.31,100.0,98.75,4364,100.0
2025-10-21 06:24:00,41.92,37.46,28.52,209.92,0,97.73,99.15,99.18,109.43,98.72,3141,100.0
2025-10-21 06:25:00,37.14,37.87,27.74,189.37,6,98.47,99.77,99.62,100.0,96.6,3878,100.0
2025-10-21 06:26:00,42.33,33.14,35.84,243.16,1,96.11,99.78,99.72,107.61,98.55,4609,100.0
2025-10-21 06:27:00,43.34,33.9,28.27,229.21,4,99.77,98.8,99.23,126.46,99.35,3995,100.0
2025-10-21 06:28:00,36.97,33.51,28.25,213.67,5,96.23,98.25,99.45,100.0,98.79,4295,100.0
2025-10-21 06:29:00,36.5,34.78,28.16,156.46,0,96.94,98.12,99.62,100.0,98.84,3774,100.0
2025-10-21 06:30:00,35.64,35.6,34.38,207.22,1,97.71,98.48,99.76,100.0,98.78,3190,100.0
2025-10-21 06:31:00,38.16,34.09,29.07,206.95,2,96.67,98.35,99.19,100.0,98.56,4994,100.0
2025-10-21 06:32:00,41.28,39.17,34.13,196.43,2,97.75,98.7,99.09,100.23,98.69,4387,100.0
2025-10-21 06:33:00,40.45,38.73,37.56,176.13,4,96.23,99.46,99.27,107.39,98.74,4677,100.0
2025-10-21 06:34:00,45.15,40.03,38.85,175.92,4,96.96,99.03,99.75,149.39,99.13,3905,100.0
2025-10-21 06:35:00,40.8,37.71,25.31,218.04,2,96.05,99.59,99.33,102.33,98.84,3997,100.0
2025-10-21 06:36:00,39.93,37.73,37.41,184.69,0,99.58,99.35,99.65,100.0,99.32,4132,100.0
2025-10-21 06:37:00,44.22,39.41,41.89,239.33,0,99.54,98.15,99.85,133.44,99.11,3076,100.0
2025-10-21 06:38:00,38.73,37.62,35.53,148.7,1,98.69,99.94,99.66,100.0,98.86,4953,100.0
2025-10-21 06:39:00,37.51,36.57,30.28,228.16,3,97.11,98.54,99.54,100.0,99.31,3138,100.0
2025-10-21 06:40:00,35.91,35.65,29.72,220.83,2,99.74,98.78,99.47,100.0,98.78,4790,100.0
2025-10-21 06:41:00,37.63,35.95,26.11,226.26,3,98.25,99.2,99.57,100.0,99.17,3939,100.0
2025-10-21 06:42:00,36.34,35.34,25.53,159.06,2,98.65,98.24,99.6,100.0,98.79,4696,100.0
2025-10-21 06:43:00,44.79,36.39,28.0,216.41,2,97.28,98.57,99.86,144.73,98.84,4207,100.0
2025-10-21 06:44:00,39.51,34.94,27.21,151.93,3,98.4,99.71,99.41,112.38,99.4,3416,100.0
2025-10-21 06:45:00,36.87,33.54,25.2,237.19,1,98.37,99.13,99.39,100.0,99.45,3340,100.0
2025-10-21 06:46:00,37.89,34.95,35.74,182.11,3,97.26,99.65,99.08,100.0,98.95,3374,100.0
2025-10-21 06:47:00,35.61,34.66,35.9,228.07,1,96.87,99.51,99.54,100.0,98.71,3560,100.0
2025-10-21 06:48:00,43.39,32.7,40.45,227.9,3,97.36,99.03,99.64,135.57,98.97,3886,100.0
2025-10-21 06:49:00,39.71,35.4,32.55,237.42,4,96.11,100.0,99.03,100.0,98.61,3193,100.0
2025-10-21 06:50:00,42.66,34.38,26.78,173.39,3,99.89,98.23,99.49,122.99,98.6,3536,100.0
2025-10-21 06:51:00,36.66,39.29,35.53,238.37,4,97.32,99.42,99.96,100.0,99.14,3387,100.0
2025-10-21 06:52:00,43.0,32.62,35.25,205.82,0,97.35,98.3,99.6,129.06,98.5,4951,100.0
2025-10-21 06:53:00,38.21,34.33,26.16,164.43,2,99.49,99.28,99.37,100.0,99.25,3455,100.0
2025-10-21 06:54:00,40.6,37.88,42.06,222.24,0,96.98,99.19,99.28,124.34,98.91,3914,100.0
2025-10-21 06:55:00,42.23,36.31,29.86,158.75,4,99.27,99.88,99.39,131.48,98.91,4004,100.0
2025-10-21 06:56:00,36.92,35.76,21.06,201.97,2,98.94,99.29,99.97,100.0,98.78,3054,100.0
