application_id,customer_id,application_date,loan_type,loan_amount,loan_term_months,employment_type,existing_loans,debt_to_income_ratio,credit_inquiries_6m,payment_history_months,approval_status,is_default
APP000609,CUST000609,2025-01-22,Credit_Card,107004.55,0,Salaried,3,0.744,1,2,Rejected,
APP000610,CUST000610,2024-06-13,Home_Loan,3280196.16,240,Business_Owner,2,0.147,0,50,Approved,0.0
APP000611,CUST000611,2024-11-28,Business_Loan,2670620.14,12,Salaried,4,0.362,1,19,Rejected,
APP000612,CUST000612,2024-01-09,Credit_Card,364901.5,0,Salaried,0,0.576,1,1,Approved,0.0
APP000613,CUST000613,2024-12-26,Personal_Loan,792079.55,24,Salaried,3,0.684,2,1,Rejected,
APP000614,CUST000614,2025-01-19,Personal_Loan,215065.17,12,Salaried,4,0.483,1,11,Approved,0.0
APP000615,CUST000615,2024-01-04,Credit_Card,186195.3,0,Retired,2,0.759,4,50,Approved,0.0
APP000616,CUST000616,2024-08-21,Home_Loan,2475568.27,180,Student,4,0.379,3,0,Approved,0.0
APP000617,CUST000617,2023-12-14,Auto_Loan,1040927.84,84,Student,2,0.682,3,2,Approved,1.0
APP000618,CUST000618,2024-05-19,Home_Loan,8540264.89,300,Self_Employed,2,0.467,1,14,Rejected,
APP000619,CUST000619,2025-10-23,Home_Loan,6586337.57,300,Self_Employed,2,0.151,3,2,Approved,0.0
APP000620,CUST000620,2024-06-17,Auto_Loan,1156624.23,48,Self_Employed,3,0.106,2,0,Rejected,
APP000621,CUST000621,2025-07-03,Credit_Card,330386.32,0,Salaried,2,0.738,5,34,Approved,0.0
APP000622,CUST000622,2025-06-25,Home_Loan,6622724.86,300,Business_Owner,2,0.29,3,15,Approved,0.0
APP000623,CUST000623,2025-07-06,Auto_Loan,1058067.33,48,Business_Owner,2,0.794,2,0,Approved,0.0
APP000624,CUST000624,2024-10-03,Home_Loan,3435399.49,240,Salaried,2,0.117,0,38,Approved,0.0
APP000625,CUST000625,2025-02-08,Auto_Loan,1132540.88,60,Student,1,0.348,3,24,Approved,0.0
APP000626,CUST000626,2025-02-18,Home_Loan,4495427.69,240,Self_Employed,0,0.519,1,11,Approved,1.0
APP000627,CUST000627,2025-05-25,Home_Loan,4983571.18,300,Business_Owner,0,0.775,3,13,Rejected,
APP000628,CUST000628,2025-01-21,Personal_Loan,102334.27,60,Self_Employed,4,0.216,1,4,Approved,0.0
APP000629,CUST000629,2024-01-04,Business_Loan,3987450.07,48,Business_Owner,2,0.654,1,0,Approved,0.0
APP000630,CUST000630,2024-08-11,Credit_Card,92286.97,0,Salaried,2,0.67,1,32,Approved,0.0
APP000631,CUST000631,2024-05-16,Personal_Loan,299421.96,24,Salaried,3,0.132,1,28,Approved,0.0
APP000632,CUST000632,2025-06-26,Credit_Card,286746.52,0,Business_Owner,2,0.569,3,2,Rejected,
APP000633,CUST000633,2024-03-09,Auto_Loan,857608.03,36,Student,3,0.39,3,22,Approved,0.0
APP000634,CUST000634,2023-11-15,Credit_Card,131254.79,0,Salaried,4,0.722,1,14,Approved,0.0
APP000635,CUST000635,2024-04-13,Personal_Loan,335601.67,12,Salaried,2,0.293,3,0,Approved,0.0
APP000636,CUST000636,2025-08-30,Auto_Loan,833006.03,60,Self_Employed,0,0.139,1,60,Rejected,
APP000637,CUST000637,2024-11-01,Home_Loan,2567436.12,240,Salaried,0,0.707,3,16,Rejected,
APP000638,CUST000638,2025-02-10,Auto_Loan,844167.33,60,Salaried,1,0.675,1,4,Approved,0.0
APP000639,CUST000639,2024-10-27,Auto_Loan,1264603.89,36,Salaried,2,0.747,4,10,Approved,1.0
APP000640,CUST000640,2025-05-12,Credit_Card,193005.39,0,Salaried,1,0.412,2,13,Approved,0.0
APP000641,CUST000641,2024-04-03,Auto_Loan,995096.1,36,Student,2,0.227,2,21,Approved,0.0
APP000642,CUST000642,2025-02-06,Auto_Loan,1793536.0,48,Business_Owner,0,0.663,0,6,Approved,1.0
APP000643,CUST000643,2025-01-12,Credit_Card,187739.17,0,Self_Employed,4,0.419,3,7,Approved,1.0
APP000644,CUST000644,2025-02-21,Home_Loan,2287846.78,120,Salaried,4,0.163,3,2,Rejected,
APP000645,CUST000645,2024-12-29,Business_Loan,3685162.98,48,Student,0,0.743,0,59,Approved,1.0
APP000646,CUST000646,2025-09-08,Personal_Loan,70474.89,48,Salaried,2,0.139,3,5,Approved,0.0
APP000647,CUST000647,2024-08-04,Personal_Loan,332091.88,48,Self_Employed,0,0.204,4,7,Approved,0.0
APP000648,CUST000648,2025-02-05,Personal_Loan,816388.27,12,Self_Employed,4,0.535,4,4,Rejected,
APP000649,CUST000649,2024-05-05,Personal_Loan,653466.06,60,Salaried,2,0.218,4,13,Rejected,
APP000650,CUST000650,2024-01-01,Personal_Loan,423858.47,48,Salaried,2,0.584,2,95,Rejected,
APP000651,CUST000651,2024-10-04,Auto_Loan,347127.27,36,Self_Employed,0,0.778,1,2,Approved,0.0
APP000652,CUST000652,2024-06-02,Home_Loan,6503085.16,120,Salaried,3,0.382,0,30,Approved,0.0
APP000653,CUST000653,2024-11-04,Personal_Loan,128697.21,12,Salaried,1,0.689,0,1,Rejected,
APP000654,CUST000654,2024-06-07,Auto_Loan,962954.96,48,Salaried,0,0.709,2,62,Approved,0.0
APP000655,CUST000655,2025-03-17,Credit_Card,459724.31,0,Self_Employed,0,0.664,3,31,Approved,0.0
APP000656,CUST000656,2024-06-27,Home_Loan,2870939.04,300,Salaried,4,0.509,1,0,Approved,1.0
APP000657,CUST000657,2025-06-19,Home_Loan,5196527.34,240,Salaried,2,0.561,2,0,Approved,0.0
APP000658,CUST000658,2025-01-04,Personal_Loan,561397.39,36,Salaried,4,0.44,0,0,Rejected,
APP000659,CUST000659,2025-08-05,Home_Loan,2556340.37,300,Salaried,3,0.168,0,5,Approved,0.0
APP000660,CUST000660,2024-10-08,Auto_Loan,771685.84,84,Salaried,0,0.117,1,42,Approved,0.0
APP000661,CUST000661,2023-12-21,Home_Loan,9174823.97,180,Business_Owner,0,0.716,1,1,Approved,0.0
APP000662,CUST000662,2025-06-04,Home_Loan,4525282.63,120,Salaried,4,0.22,2,106,Approved,0.0
APP000663,CUST000663,2025-08-24,Auto_Loan,1589256.63,60,Business_Owner,1,0.537,3,19,Rejected,
APP000664,CUST000664,2024-09-07,Personal_Loan,260148.66,36,Retired,0,0.546,0,38,Approved,0.0
APP000665,CUST000665,2025-07-21,Credit_Card,370745.15,0,Self_Employed,4,0.767,1,3,Rejected,
APP000666,CUST000666,2025-01-18,Home_Loan,9360572.96,240,Salaried,0,0.634,0,33,Approved,0.0
APP000667,CUST000667,2024-10-08,Home_Loan,9302317.37,240,Salaried,1,0.323,2,30,Approved,0.0
APP000668,CUST000668,2024-01-10,Business_Loan,1045129.71,12,Salaried,2,0.68,4,9,Approved,0.0
APP000669,CUST000669,2025-06-30,Auto_Loan,228903.93,48,Salaried,0,0.111,0,34,Rejected,
APP000670,CUST000670,2024-04-11,Personal_Loan,695349.65,60,Salaried,2,0.453,7,1,Approved,0.0
APP000671,CUST000671,2024-12-26,Business_Loan,615000.37,36,Student,2,0.281,4,1,Approved,0.0
APP000672,CUST000672,2023-12-07,Home_Loan,6360604.65,300,Salaried,0,0.462,3,10,Approved,0.0
APP000673,CUST000673,2025-01-25,Credit_Card,341734.94,0,Salaried,0,0.151,6,20,Approved,0.0
APP000674,CUST000674,2025-09-21,Auto_Loan,1729388.29,60,Retired,4,0.701,1,30,Approved,1.0
APP000675,CUST000675,2025-08-04,Credit_Card,485026.81,0,Business_Owner,0,0.779,1,3,Approved,0.0
APP000676,CUST000676,2024-11-14,Home_Loan,3114971.94,120,Salaried,4,0.108,2,19,Approved,0.0
APP000677,CUST000677,2024-03-25,Home_Loan,6253857.16,240,Salaried,1,0.258,2,2,Approved,0.0
APP000678,CUST000678,2025-07-30,Personal_Loan,789280.14,60,Self_Employed,3,0.176,1,0,Approved,0.0
APP000679,CUST000679,2025-04-15,Business_Loan,2493475.51,60,Self_Employed,1,0.531,3,17,Approved,0.0
APP000680,CUST000680,2024-12-12,Personal_Loan,238374.66,12,Salaried,2,0.665,2,3,Rejected,
APP000681,CUST000681,2025-04-29,Home_Loan,4037607.31,120,Retired,0,0.183,1,11,Approved,0.0
APP000682,CUST000682,2024-04-04,Auto_Loan,1945212.89,84,Self_Employed,0,0.426,0,4,Approved,0.0
APP000683,CUST000683,2025-02-20,Home_Loan,4192550.76,240,Self_Employed,2,0.243,0,22,Rejected,
APP000684,CUST000684,2024-09-05,Business_Loan,2555193.59,12,Retired,2,0.582,1,16,Rejected,
APP000685,CUST000685,2024-03-19,Home_Loan,1381518.16,300,Salaried,4,0.572,2,14,Approved,1.0
APP000686,CUST000686,2025-09-28,Home_Loan,5220439.27,180,Salaried,4,0.491,4,2,Approved,0.0
APP000687,CUST000687,2024-07-08,Personal_Loan,387263.89,24,Self_Employed,4,0.256,1,59,Rejected,
APP000688,CUST000688,2024-12-10,Credit_Card,265671.52,0,Salaried,2,0.528,0,60,Approved,0.0
APP000689,CUST000689,2024-10-01,Auto_Loan,1148950.04,48,Salaried,4,0.782,2,92,Approved,0.0
APP000690,CUST000690,2024-09-24,Personal_Loan,898707.38,36,Salaried,3,0.672,0,38,Approved,0.0
APP000691,CUST000691,2024-03-05,Personal_Loan,615476.0,12,Self_Employed,3,0.227,1,4,Rejected,
APP000692,CUST000692,2025-03-13,Business_Loan,4042085.23,48,Salaried,1,0.266,2,0,Approved,0.0
APP000693,CUST000693,2025-09-10,Personal_Loan,961642.33,24,Salaried,2,0.656,0,0,Rejected,
APP000694,CUST000694,2025-08-29,Personal_Loan,348242.12,12,Salaried,1,0.179,1,102,Rejected,
APP000695,CUST000695,2023-11-10,Credit_Card,449732.16,0,Retired,1,0.211,4,8,Approved,1.0
APP000696,CUST000696,2024-05-17,Business_Loan,2691119.6,48,Salaried,4,0.11,3,3,Approved,0.0
APP000697,CUST000697,2025-02-26,Business_Loan,4862761.87,24,Self_Employed,3,0.486,1,2,Rejected,
APP000698,CUST000698,2025-09-30,Home_Loan,3264247.61,180,Salaried,4,0.31,1,25,Approved,0.0
APP000699,CUST000699,2025-05-06,Home_Loan,5050505.34,240,Self_Employed,3,0.539,2,0,Approved,0.0
APP000700,CUST000700,2025-05-05,Credit_Card,254176.98,0,Salaried,2,0.176,1,6,Rejected,
APP000701,CUST000701,2025-06-14,Credit_Card,77312.11,0,Salaried,4,0.385,4,8,Approved,0.0
APP000702,CUST000702,2025-06-30,Personal_Loan,87160.12,24,Salaried,2,0.67,3,22,Approved,0.0
APP000703,CUST000703,2024-10-04,Home_Loan,1113295.91,240,Retired,4,0.521,1,1,Approved,0.0
APP000704,CUST000704,2024-10-11,Auto_Loan,886294.39,84,Salaried,1,0.213,1,19,Rejected,
APP000705,CUST000705,2024-05-29,Personal_Loan,481479.22,36,Salaried,4,0.393,2,8,Approved,0.0
APP000706,CUST000706,2025-01-29,Home_Loan,4177803.4,180,Salaried,2,0.695,2,44,Rejected,
APP000707,CUST000707,2025-03-15,Home_Loan,4516123.73,240,Salaried,2,0.724,3,2,Approved,0.0
APP000708,CUST000708,2024-03-25,Credit_Card,282493.3,0,Self_Employed,0,0.655,3,31,Approved,0.0
APP000709,CUST000709,2024-04-13,Personal_Loan,270796.07,36,Salaried,4,0.33,1,6,Approved,0.0
APP000710,CUST000710,2024-08-16,Home_Loan,4628095.37,180,Business_Owner,4,0.342,1,28,Approved,0.0
APP000711,CUST000711,2025-06-10,Business_Loan,1448111.36,36,Salaried,2,0.784,1,14,Rejected,
APP000712,CUST000712,2024-08-15,Personal_Loan,324578.95,48,Self_Employed,4,0.793,6,6,Rejected,
APP000713,CUST000713,2024-01-09,Home_Loan,7927373.08,300,Salaried,4,0.348,0,61,Rejected,
APP000714,CUST000714,2024-02-14,Personal_Loan,194611.43,36,Salaried,2,0.38,0,0,Approved,0.0
APP000715,CUST000715,2023-11-05,Home_Loan,3264578.05,300,Salaried,3,0.789,2,0,Approved,1.0
APP000716,CUST000716,2024-11-23,Home_Loan,4391795.64,240,Salaried,4,0.473,0,4,Approved,1.0
APP000717,CUST000717,2025-03-03,Credit_Card,156516.68,0,Business_Owner,3,0.275,3,36,Approved,0.0
APP000718,CUST000718,2024-12-11,Business_Loan,3644586.96,24,Self_Employed,0,0.415,2,10,Approved,0.0
APP000719,CUST000719,2024-10-21,Auto_Loan,1136500.07,36,Salaried,3,0.205,3,1,Rejected,
APP000720,CUST000720,2024-01-27,Business_Loan,2168747.84,12,Business_Owner,4,0.732,1,0,Rejected,
APP000721,CUST000721,2023-12-22,Auto_Loan,657694.0,60,Salaried,3,0.64,2,1,Approved,1.0
APP000722,CUST000722,2024-02-28,Auto_Loan,495479.57,84,Salaried,4,0.796,0,3,Rejected,
APP000723,CUST000723,2024-07-02,Home_Loan,2665840.16,120,Salaried,3,0.512,0,12,Approved,0.0
APP000724,CUST000724,2025-06-12,Home_Loan,7289303.03,120,Business_Owner,2,0.157,1,16,Approved,1.0
APP000725,CUST000725,2024-04-07,Home_Loan,2524501.35,300,Salaried,1,0.75,0,1,Rejected,
APP000726,CUST000726,2024-11-14,Home_Loan,1616541.52,240,Salaried,4,0.751,3,59,Rejected,
APP000727,CUST000727,2024-03-06,Business_Loan,3559143.78,60,Salaried,3,0.28,2,6,Approved,0.0
APP000728,CUST000728,2024-06-03,Auto_Loan,1163900.78,36,Business_Owner,1,0.334,0,18,Approved,0.0
APP000729,CUST000729,2024-10-01,Personal_Loan,653602.35,24,Salaried,2,0.158,3,39,Approved,0.0
APP000730,CUST000730,2024-11-10,Personal_Loan,809571.12,60,Salaried,3,0.777,2,6,Rejected,
APP000731,CUST000731,2024-01-06,Personal_Loan,963519.18,24,Salaried,3,0.715,1,2,Approved,1.0
APP000732,CUST000732,2025-02-22,Personal_Loan,642578.95,24,Salaried,1,0.302,1,103,Rejected,
APP000733,CUST000733,2024-06-17,Personal_Loan,182808.12,36,Salaried,4,0.394,1,78,Approved,0.0
APP000734,CUST000734,2025-07-06,Personal_Loan,62081.73,48,Student,0,0.296,2,0,Approved,0.0
APP000735,CUST000735,2024-12-21,Personal_Loan,248906.59,12,Self_Employed,1,0.31,3,0,Approved,0.0
APP000736,CUST000736,2025-10-31,Home_Loan,8447916.02,180,Self_Employed,0,0.228,0,9,Rejected,
APP000737,CUST000737,2025-04-02,Credit_Card,185034.61,0,Salaried,3,0.298,4,2,Approved,0.0
APP000738,CUST000738,2024-12-09,Personal_Loan,206078.61,48,Salaried,2,0.385,0,7,Rejected,
APP000739,CUST000739,2024-01-02,Home_Loan,3749459.18,240,Retired,3,0.678,3,23,Approved,0.0
APP000740,CUST000740,2025-09-03,Home_Loan,6200501.39,300,Self_Employed,4,0.37,1,27,Approved,0.0
APP000741,CUST000741,2024-04-19,Business_Loan,2947919.16,24,Salaried,2,0.34,2,3,Rejected,
APP000742,CUST000742,2024-08-09,Auto_Loan,1253277.04,48,Business_Owner,0,0.467,3,25,Approved,0.0
APP000743,CUST000743,2025-06-22,Home_Loan,9977237.12,120,Self_Employed,0,0.389,2,1,Rejected,
APP000744,CUST000744,2024-06-02,Home_Loan,8475128.57,180,Student,0,0.428,4,0,Approved,0.0
APP000745,CUST000745,2024-02-02,Personal_Loan,953765.33,12,Salaried,1,0.744,3,6,Approved,0.0
APP000746,CUST000746,2025-07-21,Home_Loan,605624.85,120,Salaried,1,0.323,2,0,Approved,0.0
APP000747,CUST000747,2024-08-30,Home_Loan,1339246.47,240,Salaried,2,0.471,1,15,Rejected,
APP000748,CUST000748,2024-05-22,Auto_Loan,1042168.37,36,Salaried,4,0.111,6,13,Approved,0.0
APP000749,CUST000749,2025-03-12,Auto_Loan,975451.9,84,Business_Owner,0,0.343,2,7,Approved,0.0
APP000750,CUST000750,2025-05-01,Personal_Loan,403724.6,12,Salaried,2,0.211,2,20,Rejected,
APP000751,CUST000751,2024-05-02,Home_Loan,4534315.56,300,Salaried,1,0.375,1,6,Approved,0.0
APP000752,CUST000752,2025-10-24,Credit_Card,224344.94,0,Salaried,1,0.731,4,0,Approved,0.0
APP000753,CUST000753,2024-03-12,Credit_Card,109120.63,0,Salaried,2,0.491,1,6,Approved,0.0
APP000754,CUST000754,2024-12-31,Home_Loan,7400517.83,180,Salaried,3,0.308,1,9,Rejected,
APP000755,CUST000755,2025-09-02,Auto_Loan,753191.46,84,Business_Owner,1,0.134,2,13,Approved,0.0
APP000756,CUST000756,2024-08-03,Home_Loan,7822048.25,120,Salaried,4,0.608,2,12,Approved,0.0
APP000757,CUST000757,2024-02-07,Personal_Loan,864672.54,12,Salaried,2,0.367,2,31,Approved,0.0
APP000758,CUST000758,2025-04-28,Personal_Loan,72581.04,24,Self_Employed,1,0.107,3,13,Approved,0.0
APP000759,CUST000759,2024-04-26,Credit_Card,136550.07,0,Salaried,4,0.612,3,5,Approved,0.0
APP000760,CUST000760,2024-07-10,Home_Loan,4472637.5,300,Salaried,0,0.671,4,25,Approved,1.0
APP000761,CUST000761,2024-05-13,Auto_Loan,1806547.14,84,Salaried,1,0.304,4,15,Rejected,
APP000762,CUST000762,2024-06-29,Personal_Loan,673063.65,12,Business_Owner,0,0.526,1,12,Approved,0.0
APP000763,CUST000763,2025-05-17,Personal_Loan,812131.45,24,Salaried,2,0.725,2,16,Approved,0.0
APP000764,CUST000764,2024-01-18,Personal_Loan,638279.4,36,Business_Owner,1,0.597,2,1,Rejected,
APP000765,CUST000765,2024-12-10,Personal_Loan,821499.97,48,Salaried,3,0.549,1,18,Rejected,
APP000766,CUST000766,2025-03-10,Credit_Card,228419.61,0,Self_Employed,0,0.531,0,21,Rejected,
APP000767,CUST000767,2025-06-26,Personal_Loan,69885.43,60,Salaried,1,0.321,4,10,Rejected,
APP000768,CUST000768,2025-09-26,Home_Loan,6198536.91,120,Salaried,3,0.751,0,11,Approved,0.0
APP000769,CUST000769,2024-06-26,Home_Loan,7773541.83,300,Self_Employed,3,0.617,0,43,Rejected,
APP000770,CUST000770,2024-04-15,Auto_Loan,511114.92,84,Salaried,0,0.326,1,5,Approved,0.0
APP000771,CUST000771,2023-12-10,Business_Loan,1526264.76,24,Salaried,1,0.629,0,4,Approved,0.0
APP000772,CUST000772,2024-10-14,Home_Loan,2149300.13,240,Salaried,2,0.209,0,17,Approved,0.0
APP000773,CUST000773,2024-05-10,Auto_Loan,603475.45,48,Salaried,3,0.639,0,25,Approved,0.0
APP000774,CUST000774,2023-11-12,Personal_Loan,264703.07,12,Salaried,1,0.728,2,87,Approved,0.0
APP000775,CUST000775,2025-01-22,Home_Loan,501765.82,180,Business_Owner,0,0.372,1,16,Rejected,
APP000776,CUST000776,2024-12-11,Business_Loan,921273.65,48,Salaried,4,0.53,2,6,Approved,0.0
APP000777,CUST000777,2024-08-20,Home_Loan,8564035.41,180,Self_Employed,4,0.549,0,24,Approved,0.0
APP000778,CUST000778,2024-02-19,Personal_Loan,862959.77,60,Salaried,3,0.656,6,17,Approved,0.0
APP000779,CUST000779,2024-03-24,Home_Loan,6501595.15,240,Salaried,1,0.446,1,23,Rejected,
APP000780,CUST000780,2023-11-19,Credit_Card,491424.92,0,Self_Employed,4,0.78,1,26,Rejected,
APP000781,CUST000781,2024-11-22,Personal_Loan,668531.23,36,Salaried,3,0.298,3,0,Rejected,
APP000782,CUST000782,2025-10-15,Home_Loan,9332739.94,300,Self_Employed,2,0.771,0,0,Approved,0.0
APP000783,CUST000783,2024-06-30,Personal_Loan,448643.03,24,Salaried,3,0.538,0,4,Approved,0.0
APP000784,CUST000784,2025-07-01,Business_Loan,2447179.95,36,Student,4,0.153,4,0,Rejected,
APP000785,CUST000785,2024-09-17,Personal_Loan,797487.16,48,Student,3,0.78,5,0,Approved,1.0
APP000786,CUST000786,2024-10-22,Personal_Loan,790309.52,12,Salaried,0,0.192,5,44,Rejected,
APP000787,CUST000787,2024-06-27,Credit_Card,253308.61,0,Salaried,0,0.604,3,12,Rejected,
APP000788,CUST000788,2023-11-05,Credit_Card,243564.27,0,Salaried,1,0.455,5,31,Approved,1.0
APP000789,CUST000789,2024-04-14,Credit_Card,416815.85,0,Retired,1,0.713,1,2,Approved,1.0
APP000790,CUST000790,2024-03-10,Credit_Card,152349.27,0,Salaried,1,0.335,3,1,Approved,0.0
APP000791,CUST000791,2024-01-07,Personal_Loan,233552.67,36,Business_Owner,0,0.224,2,6,Rejected,
APP000792,CUST000792,2023-11-10,Personal_Loan,658811.64,24,Self_Employed,1,0.325,3,1,Approved,0.0
APP000793,CUST000793,2024-01-16,Personal_Loan,305546.28,12,Retired,1,0.476,0,61,Approved,0.0
APP000794,CUST000794,2024-09-01,Home_Loan,5678660.22,300,Salaried,0,0.129,1,0,Approved,0.0
APP000795,CUST000795,2024-08-01,Personal_Loan,109443.91,36,Salaried,2,0.556,2,15,Approved,0.0
APP000796,CUST000796,2024-10-07,Personal_Loan,643070.73,48,Salaried,4,0.681,1,89,Approved,0.0
APP000797,CUST000797,2024-01-04,Home_Loan,9806682.96,300,Salaried,1,0.102,1,15,Approved,0.0
APP000798,CUST000798,2024-08-30,Personal_Loan,815239.58,24,Business_Owner,4,0.378,0,1,Rejected,
APP000799,CUST000799,2024-07-09,Auto_Loan,1737798.01,36,Salaried,0,0.163,5,9,Approved,0.0
APP000800,CUST000800,2024-10-30,Auto_Loan,945138.29,60,Salaried,4,0.32,1,19,Rejected,
APP000801,CUST000801,2025-05-11,Personal_Loan,755496.0,36,Business_Owner,4,0.45,5,5,Rejected,
APP000802,CUST000802,2025-02-15,Home_Loan,2313706.39,240,Salaried,1,0.756,2,15,Rejected,
APP000803,CUST000803,2024-04-01,Home_Loan,2462461.02,120,Salaried,3,0.534,0,29,Rejected,
APP000804,CUST000804,2023-12-17,Home_Loan,8838063.09,120,Self_Employed,2,0.143,6,54,Approved,0.0
APP000805,CUST000805,2025-05-21,Home_Loan,4646275.93,300,Self_Employed,1,0.401,2,0,Rejected,
APP000806,CUST000806,2025-03-28,Credit_Card,321390.58,0,Salaried,3,0.77,3,5,Rejected,
APP000807,CUST000807,2023-12-07,Home_Loan,3357582.86,120,Self_Employed,0,0.666,2,10,Approved,0.0
APP000808,CUST000808,2024-01-16,Credit_Card,284289.46,0,Salaried,1,0.6,0,18,Approved,0.0
APP000809,CUST000809,2024-05-15,Credit_Card,485972.77,0,Business_Owner,4,0.156,1,10,Rejected,
APP000810,CUST000810,2025-09-24,Auto_Loan,1005759.65,60,Salaried,4,0.579,2,60,Approved,0.0
APP000811,CUST000811,2024-03-06,Personal_Loan,526746.51,36,Self_Employed,4,0.586,3,19,Approved,1.0
APP000812,CUST000812,2024-08-04,Auto_Loan,750880.31,60,Salaried,4,0.143,2,2,Approved,0.0
APP000813,CUST000813,2024-12-03,Personal_Loan,596510.39,48,Salaried,0,0.528,1,23,Approved,0.0
APP000814,CUST000814,2025-08-30,Credit_Card,232685.13,0,Salaried,1,0.62,2,3,Approved,0.0
APP000815,CUST000815,2024-12-06,Auto_Loan,936032.97,36,Business_Owner,0,0.188,3,8,Approved,0.0
APP000816,CUST000816,2025-09-01,Home_Loan,9749432.23,180,Salaried,2,0.363,0,5,Rejected,
APP000817,CUST000817,2025-06-20,Personal_Loan,683876.02,36,Salaried,1,0.63,2,2,Approved,0.0
APP000818,CUST000818,2025-06-12,Credit_Card,349310.27,0,Salaried,2,0.788,0,9,Approved,0.0
APP000819,CUST000819,2024-04-24,Home_Loan,4295619.1,180,Salaried,4,0.778,0,26,Rejected,
APP000820,CUST000820,2025-07-08,Personal_Loan,167768.91,48,Business_Owner,3,0.512,2,1,Approved,1.0
APP000821,CUST000821,2024-01-14,Home_Loan,6111530.42,300,Self_Employed,3,0.653,4,105,Rejected,
APP000822,CUST000822,2024-12-29,Business_Loan,3067942.97,48,Salaried,2,0.626,0,1,Approved,1.0
APP000823,CUST000823,2025-08-23,Auto_Loan,591628.45,36,Salaried,1,0.791,3,2,Approved,0.0
APP000824,CUST000824,2024-03-22,Auto_Loan,1946809.11,60,Salaried,3,0.294,2,0,Approved,0.0
APP000825,CUST000825,2024-09-21,Home_Loan,7755306.43,300,Salaried,4,0.692,7,26,Rejected,
APP000826,CUST000826,2025-03-25,Home_Loan,2469456.48,300,Salaried,1,0.295,2,30,Approved,0.0
APP000827,CUST000827,2024-03-06,Personal_Loan,832647.03,60,Business_Owner,3,0.274,3,10,Approved,0.0
APP000828,CUST000828,2024-01-24,Credit_Card,412805.01,0,Salaried,0,0.173,4,64,Approved,0.0
APP000829,CUST000829,2025-02-06,Personal_Loan,664228.61,24,Self_Employed,4,0.282,3,15,Approved,0.0
APP000830,CUST000830,2024-08-31,Auto_Loan,1217956.45,36,Salaried,2,0.783,1,15,Rejected,
APP000831,CUST000831,2025-01-16,Home_Loan,8512743.06,180,Self_Employed,3,0.125,4,7,Approved,0.0
APP000832,CUST000832,2025-01-05,Home_Loan,5006290.4,180,Salaried,4,0.505,4,12,Rejected,
APP000833,CUST000833,2025-10-12,Personal_Loan,329043.41,12,Business_Owner,3,0.103,1,2,Rejected,
APP000834,CUST000834,2024-09-14,Auto_Loan,395552.26,36,Salaried,2,0.146,2,34,Approved,0.0
APP000835,CUST000835,2025-04-27,Credit_Card,163067.53,0,Salaried,0,0.464,2,0,Approved,0.0
APP000836,CUST000836,2024-05-17,Home_Loan,7093317.38,300,Salaried,2,0.635,3,13,Rejected,
APP000837,CUST000837,2025-01-27,Credit_Card,444937.58,0,Self_Employed,2,0.297,1,19,Approved,0.0
APP000838,CUST000838,2024-07-05,Personal_Loan,259401.19,24,Salaried,4,0.191,1,19,Approved,0.0
APP000839,CUST000839,2024-03-19,Personal_Loan,297826.52,12,Self_Employed,1,0.292,0,1,Rejected,
APP000840,CUST000840,2024-08-12,Personal_Loan,532688.73,48,Salaried,3,0.75,0,8,Approved,1.0
APP000841,CUST000841,2024-06-01,Personal_Loan,417665.15,36,Self_Employed,3,0.489,1,1,Approved,1.0
APP000842,CUST000842,2024-10-17,Auto_Loan,524434.52,84,Salaried,2,0.361,4,36,Approved,0.0
APP000843,CUST000843,2024-07-06,Personal_Loan,386554.7,12,Salaried,2,0.693,5,29,Rejected,
APP000844,CUST000844,2025-07-31,Credit_Card,381790.43,0,Salaried,3,0.161,0,44,Rejected,
APP000845,CUST000845,2024-08-04,Personal_Loan,794056.01,24,Salaried,1,0.551,0,5,Rejected,
APP000846,CUST000846,2024-12-23,Personal_Loan,499730.53,48,Salaried,2,0.577,1,16,Approved,0.0
APP000847,CUST000847,2025-10-16,Personal_Loan,927112.14,12,Salaried,4,0.747,0,1,Approved,0.0
APP000848,CUST000848,2025-07-31,Personal_Loan,468282.1,24,Salaried,2,0.364,3,3,Rejected,
APP000849,CUST000849,2023-12-25,Personal_Loan,246244.77,36,Salaried,0,0.73,0,5,Rejected,
APP000850,CUST000850,2025-07-18,Personal_Loan,488683.36,48,Salaried,3,0.327,2,4,Rejected,
APP000851,CUST000851,2024-09-01,Personal_Loan,67045.46,12,Self_Employed,0,0.119,1,15,Approved,1.0
APP000852,CUST000852,2024-12-23,Business_Loan,3777971.88,36,Salaried,4,0.36,5,41,Approved,0.0
APP000853,CUST000853,2024-12-25,Personal_Loan,292491.46,36,Business_Owner,2,0.106,2,25,Approved,0.0
APP000854,CUST000854,2025-07-06,Personal_Loan,921194.37,36,Retired,0,0.317,3,46,Approved,0.0
APP000855,CUST000855,2024-02-20,Auto_Loan,1077145.66,60,Self_Employed,1,0.462,1,7,Approved,0.0
APP000856,CUST000856,2024-04-21,Personal_Loan,648484.83,36,Self_Employed,2,0.385,4,27,Approved,0.0
APP000857,CUST000857,2024-01-19,Personal_Loan,434768.34,12,Salaried,0,0.605,2,1,Rejected,
